g,u-g,g-r,r-i,i-z,extinction_r
16.16385,-0.11537999999999825,-0.39858999999999867,-0.29802000000000106,-0.23695000000000024,0.08927433
17.82945,0.043589999999998234,0.052420000000001465,-0.07854000000000028,0.01684999999999803,0.03183808
18.35854,-0.019299999999997645,0.15064999999999884,0.3086599999999997,0.11911999999999877,0.04327343
18.89734,0.2392000000000003,0.14411999999999736,0.24768000000000254,0.1029599999999995,0.1385813
17.946189999999994,0.15580000000000285,-0.3088500000000032,-0.24714999999999776,-0.21347000000000094,0.08680457
18.91682,0.05608999999999753,0.1137400000000035,0.1956599999999966,0.14020999999999972,0.1645417
18.51269,0.07469999999999999,0.2184799999999996,0.12528999999999968,-0.06644000000000005,0.01238944
19.08585,0.28702000000000183,-0.238389999999999,-0.211389999999998,-0.2622800000000041,0.09946141
18.65661,0.03365000000000151,0.2062400000000011,0.033849999999997486,-0.16675999999999647,0.04508355
18.23886,0.12228999999999955,0.06959999999999766,0.14923000000000286,0.09984000000000036,0.05849769
19.01969,0.12466999999999827,0.16985000000000028,-0.0890999999999984,0.1578400000000002,0.06713854
18.67425,0.10366000000000143,0.1520399999999995,0.011700000000001154,0.4098399999999991,0.03873451
19.13784,0.2263200000000012,0.08145000000000024,0.1364699999999992,-0.04510999999999754,0.08970057
19.18374,0.13593999999999795,-0.07391000000000147,0.18862000000000376,0.12950000000000014,0.1086073
18.29166,0.2436799999999977,0.027989999999999068,0.12583000000000055,-0.1253499999999974,0.04097166
18.196,-0.15644999999999953,-0.4201100000000011,-0.33800000000000097,-0.279399999999999,0.1554164
17.631610000000006,0.2152999999999992,-0.0051799999999957436,0.0073699999999981,0.020969999999998382,0.06999692
18.3074,0.06006999999999961,0.031720000000003516,0.14303999999999914,0.21326999999999785,0.04214836
17.60489,-0.20690000000000094,-0.4988600000000005,-0.3632399999999976,-0.25948999999999955,0.04933545
18.49385,0.140979999999999,0.15204999999999913,0.03265999999999991,0.19535000000000124,0.04659054
18.21911,0.20386999999999844,-0.1100299999999983,0.26840999999999937,-0.09044000000000096,0.1157145
18.8633,0.19675000000000156,0.012010000000000076,0.06968999999999781,0.14160999999999999,0.06446355
18.48189,0.22391000000000005,0.0396099999999997,0.11553999999999932,-0.08070000000000023,0.02049385
18.99714,0.11462000000000215,0.06436000000000064,0.21381999999999834,0.0528499999999994,0.08134667
19.12155,0.08512999999999947,0.16403999999999996,0.055989999999997764,-0.14294999999999902,0.0772185
18.58178,0.0932900000000032,0.08141999999999783,0.13277000000000072,0.2232699999999994,0.07620105
18.49893,0.2257999999999996,0.15222999999999942,0.02628999999999948,0.1746300000000005,0.06818706
19.08133,0.2703900000000026,-0.08174000000000348,0.007620000000002847,-0.029740000000000318,0.06406391
18.64245,0.26712000000000197,0.08944999999999936,-0.0807600000000015,0.10956000000000188,0.0955839
19.15384,0.1134100000000018,0.093869999999999,0.2676499999999997,-0.014100000000002666,0.06271079
16.72295,-0.3403899999999993,-0.5254499999999993,-0.32142999999999944,-0.2526100000000007,0.07014839
18.94331,0.2870199999999983,0.07672000000000168,0.1809599999999989,-0.034320000000001016,0.15340910000000002
18.95253,0.2695599999999985,0.04321999999999804,-0.09253999999999962,0.1100100000000026,0.03204782
17.11504,-0.016989999999999842,-0.3972200000000008,-0.3028299999999966,-0.3126899999999999,0.1116555
19.14556,0.15483000000000047,0.11803000000000095,0.19960000000000025,0.10991999999999892,0.04635997
17.80705,0.11263999999999895,0.1979299999999995,-0.03135999999999939,-0.09290999999999984,0.14259439999999998
19.04232,0.0947199999999988,0.0924200000000006,0.2766500000000001,0.050789999999999225,0.045481199999999986
19.05222,0.10987999999999687,0.03350000000000008,0.17145999999999972,0.1883100000000013,0.02528808
18.54189,0.06925000000000026,0.11153999999999796,-0.09085999999999927,-0.10666000000000153,0.03172027
18.71944,-0.09389999999999787,-0.35887000000000313,-0.37145999999999896,-0.40708000000000055,0.124978
19.12333,0.23888000000000176,0.08756999999999948,0.05523000000000167,0.10413999999999746,0.2819535
19.11736,0.11377999999999845,0.062170000000001835,0.28004999999999924,-0.03518000000000043,0.05065295
18.46139,0.021530000000002047,-0.15915000000000035,-0.16285000000000238,-0.15975999999999854,0.08500458
18.00986,-0.08915000000000006,0.11195000000000023,0.33078000000000074,-0.0601300000000009,0.07496729
18.38227,0.09764999999999803,-0.02683999999999997,-0.059379999999997324,0.500160000000001,0.02898791
17.9032,0.1006100000000032,-0.3376200000000047,-0.2929899999999961,-0.2780600000000035,0.02420566
18.83432,0.2653599999999976,0.01967000000000141,0.13237000000000165,0.15862999999999872,0.05237262
19.18742,0.13307999999999964,0.11499999999999845,0.23621999999999946,0.04671000000000092,0.03792678
18.70577,0.0565599999999975,-0.023809999999997444,0.16597999999999755,0.019120000000000914,0.06210678
18.95915,0.011459999999999582,-0.008029999999997983,0.27637,0.034829999999999466,0.07002097
19.02157,0.29481999999999786,0.055980000000001695,-0.07864000000000004,0.1424500000000002,0.06764059
18.53109,0.15046000000000248,0.12496000000000153,-0.1626000000000012,-0.011670000000002291,0.1121415
17.346610000000002,0.21717999999999904,-0.11551000000000045,0.13943000000000438,-0.10810000000000032,0.0645802
18.55976,0.14027999999999707,0.13752000000000209,0.29234999999999894,0.118269999999999,0.04525997
19.10543,0.2520200000000017,0.10294000000000024,0.2858099999999979,-0.054120000000001056,0.1074047
18.96844,0.13648999999999845,0.1619400000000013,0.19677999999999685,-0.04881999999999565,0.07702333
18.96555,0.13122000000000256,0.08862000000000236,0.1296299999999988,0.07915999999999812,0.0914179
18.64842,0.26085000000000136,-0.29664,-0.3138000000000005,-0.19237999999999644,0.1460214
17.57325,0.2972799999999971,-0.014249999999996987,-0.03680000000000305,-0.011139999999997484,0.09528846
18.39938,0.22803000000000395,-0.3456900000000047,-0.23626999999999754,-0.22223000000000329,0.06720296
18.58449,0.17755999999999972,0.11814999999999998,0.2710100000000004,-0.028999999999999918,0.06006823
17.47447,-0.10662999999999913,-0.3541300000000014,-0.2879199999999997,-0.2510499999999993,0.2979015
18.567970000000006,0.056919999999998076,0.19041000000000352,-0.04330000000000212,-0.13016999999999612,0.11180610000000002
18.32653,-0.2613199999999978,-0.4202900000000014,-0.3158700000000003,-0.4269800000000004,0.08733065
18.37993,0.18252000000000024,0.03101999999999805,-0.1494800000000005,0.11762999999999835,0.04090694
18.95083,0.091190000000001,0.12473999999999917,-0.1182300000000005,-0.0444199999999988,0.0643246
19.11882,0.26880999999999844,0.09765999999999764,0.15209000000000114,0.320330000000002,0.03012231
18.94308,0.1329400000000014,-0.01799000000000106,0.314549999999997,-0.03676999999999708,0.1063845
18.62596,0.03981000000000279,0.020530000000000825,0.2150699999999972,0.03283000000000058,0.1197891
18.94914,-0.040289999999998834,0.3433799999999998,0.04708000000000112,0.002300000000001745,0.05771894
17.58025,0.08976000000000184,-0.32789999999999964,-0.2642200000000017,-0.2910199999999996,0.1232679
18.92101,0.13173000000000099,-0.06510000000000105,0.2781899999999986,-0.15285000000000082,0.04973036
18.93534,0.05500999999999934,-0.02398000000000167,0.22973000000000354,0.006589999999999208,0.07017873
18.0227,0.2229399999999977,-0.0647100000000016,-0.011079999999996204,-0.02838000000000207,0.04238911
18.38212,0.12280000000000155,0.21844000000000108,-0.035650000000000404,-0.05064999999999742,0.08700372
18.27811,0.2509799999999984,-0.09506000000000014,0.031960000000001536,-0.1040700000000001,0.03526162
19.1022,0.02354000000000056,0.004850000000001131,0.2717799999999961,0.12434999999999975,0.08083826
18.89983,0.042310000000000514,0.14229999999999876,-0.027120000000000036,-0.1210400000000007,0.04966778
18.86123,0.21715000000000015,0.16622999999999874,-0.17872999999999806,0.13859000000000066,0.01672755
19.16207,0.08651000000000053,0.05245999999999995,0.2268700000000017,0.014939999999999287,0.08744653
17.644660000000005,0.12383999999999773,-0.02808999999999884,-0.0116299999999967,0.05436999999999514,0.02153059
18.8333,0.1955799999999961,0.08053999999999918,0.17358000000000473,-0.010730000000002349,0.02349426
18.84415,0.28603999999999985,0.01892999999999745,-0.16648999999999958,-0.4404699999999977,0.03742853
18.74582,-0.08808000000000149,-0.3037799999999997,-0.2879999999999967,-0.4324399999999997,0.1678925
17.246129999999994,0.09125000000000227,0.13127999999999673,0.015679999999999694,0.024950000000000472,0.03440689
17.63555,0.2997900000000016,-0.27184000000000097,-0.2390700000000017,-0.2556899999999977,0.1246909
18.38144,0.10003000000000384,0.04166999999999632,0.20200000000000173,-0.14110000000000156,0.08638425
18.68098,-0.01354999999999862,-0.3653300000000037,-0.3259899999999973,-0.12378999999999962,0.05176683
17.012729999999998,0.033910000000002334,0.2237899999999975,0.06086000000000169,-0.04550000000000054,0.06308991
18.43699,0.20364000000000004,0.03528999999999627,0.20577000000000112,0.010930000000001884,0.06455966
19.0893,0.20837999999999826,0.03606000000000265,0.3287799999999983,-0.01506000000000185,0.17589639999999998
18.89734,0.1167100000000012,0.12247999999999948,0.16400000000000148,-0.1301799999999993,0.1210934
18.74756,0.2366299999999981,0.10904999999999987,0.2049800000000026,-0.1380300000000041,0.08312041
19.18119,0.11385999999999895,0.0932700000000004,0.2382200000000019,0.1436099999999989,0.1401456
18.51624,0.08193999999999946,0.15085000000000193,-0.002450000000003172,-0.004759999999997433,0.05939447
19.09104,0.18140999999999965,-0.0185600000000008,0.14886000000000266,0.15160999999999802,0.02942696
18.04097,0.08798999999999779,0.2496100000000005,0.04367000000000232,-0.08725000000000094,0.0205103
19.19173,0.2553800000000024,0.13845999999999847,0.10506000000000172,0.24473000000000056,0.06865768
18.53819,0.218,0.13881999999999906,0.1386300000000027,-0.07757000000000147,0.05096297
17.07841,0.02289999999999992,0.11524999999999964,0.6455500000000001,-0.2135499999999979,0.08880519
18.49853,0.2556000000000012,-0.13602000000000206,-0.10426999999999964,0.13946999999999932,0.09639987
17.37252,-0.14395000000000024,0.1769999999999996,-0.11133999999999844,0.8745499999999993,0.04478879
18.7472,0.13843999999999926,0.20267000000000124,-0.09784000000000148,-0.05156999999999812,0.04963914
18.3802,0.22556000000000154,0.1594799999999985,0.2589199999999998,0.062120000000000175,0.13141070000000002
18.69003,0.21185999999999794,0.02715000000000245,0.22223999999999933,0.09141999999999584,0.08357042
18.97029,0.29166000000000025,0.06566000000000116,0.11812999999999718,0.40578,0.04104074
18.55555,0.21462000000000006,-0.05893000000000015,0.14782999999999902,0.2508200000000009,0.1937243
18.52058,0.1380100000000013,0.0776099999999964,0.2778700000000036,0.1018100000000004,0.20885370000000006
19.16432,0.2361800000000009,-0.10723000000000127,0.21628000000000114,0.2755900000000011,0.103523
17.214129999999994,-0.04093999999999909,0.032929999999996795,0.6384100000000004,-0.27664000000000044,0.05228781
17.11223,-0.05694000000000087,0.0780700000000003,0.2533399999999979,0.032030000000002445,0.05423503
17.29129,0.12096000000000018,0.21349000000000015,0.15012000000000114,0.07331999999999894,0.05910141
19.09406,0.2031400000000012,0.0618799999999986,0.07704000000000022,0.1387299999999989,0.05467274
19.05958,0.07809999999999917,0.0581700000000005,0.11692000000000034,0.31240000000000023,0.09657028
19.13931,0.04555999999999827,0.01940000000000097,0.7148700000000012,0.5726199999999971,0.1015591
18.82148,0.12045000000000172,0.031369999999995464,0.18610000000000326,0.1363999999999983,0.08750439
18.93229,0.08271000000000228,0.23862999999999698,0.13523999999999958,-0.06195999999999556,0.07324096
16.814239999999998,-0.4869599999999998,-0.43400000000000105,-0.3434999999999988,-0.3272900000000014,0.1883491
17.79872,-0.07469999999999999,-0.2555399999999999,-0.20702,-0.16058000000000305,0.09272859
16.482779999999998,-0.19995999999999725,-0.48977,-0.3277800000000006,-0.30437000000000225,0.03758419
18.92348,0.02312000000000225,-0.2961700000000036,-0.2703099999999985,-0.22279999999999944,0.1371831
17.4558,0.1802299999999981,-0.005849999999998801,0.12872000000000128,-0.1137400000000035,0.07935975
19.10983,0.24387000000000114,0.12740999999999758,0.01536000000000115,0.14244000000000054,0.03670517
18.80445,0.2290700000000037,0.09537999999999867,0.1931100000000008,0.2109500000000004,0.03780721
18.20933,-0.1404999999999994,-0.4394500000000008,-0.32127000000000194,-0.2848499999999987,0.02234661
18.71365,0.28122000000000114,-0.2880799999999972,-0.28152000000000044,-0.3035299999999985,0.112698
18.98078,0.15568000000000026,-0.07592999999999961,0.05154999999999888,0.27394999999999925,0.05082755
18.83426,0.2283299999999997,0.05590000000000117,0.2349300000000021,-0.06680000000000064,0.2334978
18.21574,-0.0764800000000001,0.10480000000000088,0.7006000000000014,0.5642999999999994,0.23481820000000006
19.12916,0.17407999999999998,-0.01942000000000021,0.15663999999999945,0.08756999999999948,0.05535961
18.544320000000006,0.2480399999999996,0.136490000000002,0.3155099999999997,0.07803000000000182,0.05005924
18.32114,-0.12006999999999834,0.09574999999999888,-0.0401600000000002,0.12933999999999912,0.03538004
18.77702,-0.08025999999999911,-0.4592099999999988,-0.33103000000000193,-0.2497299999999996,0.09175409
19.00094,0.18059999999999832,0.18171000000000248,0.2602399999999996,0.07735999999999876,0.1413644
18.79602,-0.15569000000000344,0.4159800000000011,0.05736999999999881,0.028570000000001983,0.0350294
18.62428,0.1621900000000025,0.055469999999999686,0.16673000000000116,0.023279999999999745,0.07524310000000001
18.35077,0.11165000000000093,0.12072000000000215,-0.001960000000000406,0.04079999999999728,0.03036742
19.05653,0.028590000000001226,0.24216999999999803,0.006380000000000052,-0.1390199999999986,0.03337869
17.44899,-0.14956000000000105,-0.33133000000000123,-0.27774000000000143,-0.25960999999999856,0.1008716
18.76671,0.11092999999999976,0.056229999999999336,0.2887500000000003,0.06198000000000192,0.04419291
18.97556,-0.005580000000001917,0.13164000000000087,0.006090000000000373,-0.1529999999999987,0.04849478
18.96957,0.007239999999999469,0.21740000000000134,0.02033000000000129,-0.045100000000001465,0.0236883
18.12794,0.1612700000000018,-0.07861000000000118,0.2399799999999992,0.29373000000000005,0.03258316
17.51172,0.06029000000000195,0.07933000000000234,-0.10523000000000238,0.6219800000000006,0.035183
18.60322,0.21068,0.050840000000000884,-0.09183000000000163,0.11193000000000096,0.04444095
18.98588,0.11265000000000215,0.1896899999999988,-0.12816000000000116,0.02797000000000338,0.09269172
19.08501,0.2775199999999991,-0.02566000000000201,0.1870000000000012,0.2828300000000006,0.09282669
18.79099,0.2194199999999995,0.03350000000000008,0.1790300000000009,-0.047689999999999344,0.03324972
18.99896,0.11797999999999932,0.21843999999999755,0.012120000000003016,-0.09697999999999853,0.03965779
19.02506,0.2978799999999993,0.039220000000000255,0.2505699999999997,-0.11895999999999772,0.07706303
16.9172,0.12487999999999745,0.1334799999999987,0.17484000000000322,-0.03754000000000346,0.10290330000000003
19.06886,-0.2935100000000013,-0.5149000000000008,-0.2859499999999997,-0.3693600000000004,0.05795684
18.10872,-0.4382900000000021,-0.4907699999999977,-0.3989000000000011,-0.3630899999999997,0.1109062
17.81553,0.029520000000001545,-0.29179000000000244,-0.2900599999999969,-0.28533000000000186,0.02322472
16.41338,0.17664999999999864,0.19482,0.006280000000000285,0.04666999999999888,0.1517358
18.17218,0.1042800000000028,0.09399999999999764,0.0729299999999995,0.20378999999999792,0.04234747
18.38131,-0.0872099999999989,-0.3762100000000004,-0.2716000000000029,-0.2224599999999981,0.1004031
18.77733,0.1931200000000004,0.03811999999999927,-0.1268400000000014,0.15831000000000015,0.11553510000000003
18.45975,-0.0888200000000019,-0.2661499999999997,-0.2613200000000013,-0.42956999999999823,0.09561001
19.18532,0.18900999999999968,-0.29915999999999704,-0.2586100000000009,-0.10565000000000067,0.02818572
19.0737,0.12782999999999944,-0.2217400000000005,-0.33418999999999954,-0.17250999999999905,0.1000808
18.68043,0.27996000000000265,-0.1081600000000016,0.052659999999999485,0.017309999999998382,0.05235015
18.55529,0.10936000000000234,0.2446799999999989,-0.08673999999999893,-0.06338999999999828,0.06970698
18.26595,0.20778999999999925,-0.021399999999999864,0.02593999999999852,0.13507000000000247,0.02356059
18.94772,0.18271999999999974,0.16892999999999958,-0.07985000000000042,-0.001169999999998339,0.1576794
16.71179,-0.17016999999999882,-0.3800799999999995,-0.3285799999999988,-0.3281899999999993,0.02338306
18.34319,0.26259999999999906,0.06421000000000276,0.2547099999999958,-0.02313999999999794,0.038580300000000005
18.81815,0.1484400000000008,0.07730000000000102,0.11360999999999775,0.1847100000000026,0.03139424
19.10769,-0.13679999999999734,0.07998999999999867,0.2662799999999983,0.12738000000000227,0.116134
17.80888,-0.09403000000000006,-0.2847100000000005,-0.2435900000000011,-0.31505999999999895,0.05994723
18.21848,0.07814000000000121,0.07235999999999976,-0.09095999999999904,0.04318999999999917,0.03703647
18.88694,-0.03904999999999959,0.09786000000000072,0.3018599999999978,0.0948999999999991,0.2219703
18.64318,0.10130000000000194,0.15093999999999852,-0.07475000000000165,-0.02424999999999855,0.042771
18.305670000000006,0.00836999999999577,0.2852300000000021,0.02938999999999936,-0.05875999999999947,0.03693266
18.74143,-0.4188999999999972,-0.4751400000000032,-0.3932399999999987,-0.3028499999999994,0.06555741
17.31855,0.06841000000000362,-0.3711100000000016,-0.2837999999999994,-0.1911699999999996,0.06190557
18.64355,0.2096799999999988,0.055910000000000785,0.14237999999999928,0.06843000000000288,0.04883014
17.921229999999994,0.10311000000000092,-0.3692200000000021,-0.2629700000000028,-0.3072999999999979,0.05920488
18.86038,-0.3076799999999977,-0.40268000000000015,-0.37244000000000105,-0.3610299999999995,0.07856356
17.592589999999994,0.28773000000000337,-0.047550000000001084,0.12442999999999672,0.07122000000000384,0.09228875
17.47169,-0.017519999999997538,0.15357999999999805,0.5255300000000034,-0.2088200000000029,0.03694254
16.497889999999998,0.14002000000000334,0.10549999999999926,-0.10192000000000334,0.2361500000000021,0.07085060000000001
18.47525,0.08455999999999975,0.10324999999999918,0.19416999999999973,-0.04311999999999827,0.04016802
17.73815,0.1907999999999994,-0.3283699999999996,-0.2652399999999986,-0.26558999999999955,0.08042262
18.82521,0.2516999999999996,0.03479000000000099,-0.20824,0.08463000000000065,0.03679005
19.0951,0.2928999999999995,-0.011890000000001066,0.21743000000000026,-0.02002999999999844,0.08427344
18.58374,-0.09431999999999617,-0.035600000000002296,0.12012999999999965,-0.01828999999999681,0.05565726
19.10283,-0.0329999999999977,0.027889999999999304,0.2698199999999957,-0.0998299999999972,0.09278542
18.1037,-0.041409999999999066,0.07779999999999987,0.28995000000000104,0.1338899999999974,0.08599118
19.01386,0.1916499999999992,0.0761800000000008,-0.14299999999999713,-0.027820000000001958,0.03493172
18.676170000000006,0.05500999999999578,0.038000000000000256,-0.1200499999999991,0.5110800000000033,0.07778578
19.01024,0.211389999999998,0.12416999999999945,0.010249999999999204,0.23303000000000296,0.1083392
17.992520000000006,0.2915899999999993,-0.25213999999999714,-0.2320600000000006,-0.3555500000000009,0.1355604
18.40258,0.17584000000000088,-0.32357999999999976,-0.2711100000000002,-0.28333999999999904,0.09549057
19.03073,0.10555000000000092,0.2554199999999973,0.2720700000000029,0.2113999999999976,0.1793797
19.10394,0.09168999999999984,-0.01360000000000028,0.05175999999999803,0.1243099999999977,0.06592144
19.05142,0.018900000000002137,-0.34668999999999883,-0.2854500000000009,-0.3346199999999975,0.08653187
18.8104,0.054159999999999535,0.3056100000000015,0.21609000000000125,0.007099999999997664,0.1127746
17.97704,0.010380000000001388,0.07558999999999827,0.21328000000000105,0.14128000000000185,0.120718
17.11293,0.2871699999999997,-0.02616000000000085,0.1706600000000016,-0.030780000000003582,0.09501706
17.63897,-0.04777999999999949,-0.4056400000000018,-0.3096599999999974,-0.2984000000000009,0.10323419999999997
18.32417,0.004949999999997345,-0.2903299999999973,-0.15607000000000326,-0.2428399999999975,0.06497299
19.15993,0.2444500000000005,0.13691999999999993,0.2641399999999976,-0.02330999999999861,0.1170006
18.87257,0.08896000000000015,0.2597900000000024,0.025519999999996656,-0.09366999999999948,0.15760610000000005
18.89733,0.1920800000000007,0.1835400000000007,0.019880000000000564,-0.035779999999999035,0.05105269
19.17118,-0.247519999999998,-0.558799999999998,-0.35559000000000296,-0.29358999999999824,0.1458814
17.88402,0.2744700000000009,-0.031629999999999825,0.11172000000000183,0.20255999999999474,0.08751881
18.37405,0.09278999999999726,0.2424800000000005,0.00496000000000052,0.07096999999999909,0.08293501
17.275760000000002,0.2320099999999989,0.08369000000000071,0.06191000000000103,-0.02546999999999855,0.07750791
18.55461,0.23959999999999934,-0.057449999999999335,0.19491999999999976,-0.02642000000000166,0.053721300000000013
18.86065,0.19248999999999936,0.04971000000000103,0.2724499999999992,-0.012439999999998008,0.08656865
19.01414,0.18200999999999826,0.1816100000000027,0.011549999999999729,-0.04280999999999935,0.02857137
18.47098,-0.01380999999999588,0.34692999999999685,0.0854399999999984,-0.029059999999997643,0.09644584
19.12305,0.13119000000000014,0.036259999999998634,0.16394999999999982,-0.05139999999999745,0.07914731
18.95107,0.1806699999999992,-0.2907599999999988,-0.28773999999999944,-0.29724000000000217,0.04150559
18.61431,-0.3109499999999983,-0.3627699999999976,0.25872999999999635,0.4923399999999986,0.07981382
18.95745,-0.07535000000000025,-0.281209999999998,-0.21471000000000015,-0.22025000000000008,0.0418658
18.4947,0.1992399999999961,-0.015219999999999343,-0.03812999999999889,0.06488999999999834,0.03639532
18.60378,0.19985999999999748,-0.1272599999999997,-0.1314700000000002,-0.22043000000000035,0.1467997
17.75692,-0.1164500000000004,-0.3597399999999986,-0.2475400000000008,-0.31839000000000084,0.0707867
18.70652,0.17236999999999725,0.19413000000000125,0.07143999999999906,0.17783000000000015,0.055794900000000015
17.32389,0.2373800000000017,-0.043839999999999435,0.1420899999999996,0.15553999999999846,0.02789217
18.77376,0.2309000000000019,-0.089970000000001,0.12908000000000186,0.06304999999999694,0.03873587
19.01799,0.051789999999996894,0.11727000000000133,-0.08920999999999779,-0.00908000000000442,0.04274734
18.57465,0.10666000000000153,0.09548999999999808,0.1960300000000004,0.2713400000000021,0.1474785
18.2683,0.026650000000000063,-0.22428000000000026,-0.2175399999999996,-0.19655999999999807,0.1239733
19.12439,0.020580000000002485,0.15632999999999694,-0.07189999999999941,0.14498999999999995,0.08940864
16.95722,0.02181999999999817,-0.3710200000000015,-0.286489999999997,-0.3263800000000039,0.0255503
19.1906,0.07469999999999999,0.18375999999999948,0.38973999999999975,0.20534999999999928,0.07812081
17.98355,0.1256200000000014,0.25071000000000154,0.049260000000000304,-0.03780000000000072,0.03218111
17.56677,0.040050000000000814,0.0384800000000034,-0.06442000000000192,0.6484800000000028,0.1994562
18.77335,0.15585000000000093,0.2067900000000016,-0.1379600000000032,0.09452000000000282,0.04226753
18.219,0.2158099999999976,0.011100000000002552,0.12524999999999764,-0.05771999999999978,0.04022618
18.5644,0.2866700000000009,0.0029399999999988324,-0.13451999999999842,0.11520000000000152,0.09028722
18.42504,0.15676000000000198,0.17966999999999803,0.09555999999999898,0.20995000000000275,0.08296519999999999
19.09956,-0.0770300000000006,0.09110000000000083,0.24025999999999925,0.09479999999999933,0.0825671
19.03985,0.22482000000000116,0.16918000000000075,0.2717099999999988,0.26503000000000304,0.1568588
17.1741,-0.13414999999999822,-0.3471000000000011,-0.2807500000000012,-0.2928099999999993,0.09239655
18.59071,-0.003930000000003986,0.07024000000000186,0.24646999999999866,0.2677000000000014,0.2032676
18.63292,0.2322699999999962,-0.2429699999999961,-0.2604200000000034,-0.224809999999998,0.125902
18.43546,0.11173000000000144,0.08930999999999756,0.1299100000000024,0.0007199999999976113,0.07689862
17.28027,0.20535999999999888,-0.3368699999999976,-0.25168000000000035,-0.3112099999999991,0.1042855
17.914179999999995,0.2937600000000025,0.04673999999999978,0.03436999999999557,0.1256200000000014,0.07942226
17.21781,0.1331799999999994,0.2328399999999995,0.4991100000000017,-0.3485900000000015,0.06368576
19.11322,0.08363999999999905,0.12704000000000448,0.10670999999999607,0.17357000000000156,0.15763210000000002
18.12906,-0.10163000000000012,-0.3993299999999991,-0.3365200000000037,-0.09876999999999823,0.13503220000000002
18.89783,0.03884000000000043,0.2634099999999968,0.00792000000000215,-0.041129999999999,0.08221468
19.0385,0.17236000000000118,0.1825299999999963,0.030830000000001686,0.12320000000000066,0.08664344
18.4816,0.08907999999999916,0.2416300000000007,0.4128499999999988,0.03160000000000096,0.04949735
17.9101,0.09893999999999893,0.07057999999999964,0.2974800000000002,0.1519699999999986,0.07366041
19.09171,0.16467000000000098,0.17671999999999954,-0.026080000000000325,0.1223300000000016,0.03830293
19.01589,0.12158000000000158,0.07346000000000075,0.3369399999999985,0.08168999999999826,0.0857472
19.06958,0.1784300000000023,0.08675999999999817,0.056749999999997414,-0.014629999999996812,0.09567209
18.61708,0.2415200000000013,0.12916999999999845,0.2463899999999981,0.006380000000003605,0.03422835
18.9229,-0.045899999999999615,0.26977999999999724,0.052620000000001,-0.23407999999999876,0.03066655
16.20158,-0.009299999999999642,-0.3948600000000013,-0.2989899999999963,-0.23111000000000104,0.07878179
17.7838,0.29287000000000063,-0.2955900000000007,-0.2522400000000005,-0.2685199999999988,0.1159455
18.81382,-0.07022999999999867,-0.3944100000000006,-0.3183399999999992,-0.24597999999999945,0.1389473
18.83833,-0.3516900000000014,-0.4400100000000009,-0.3214100000000002,-0.2237700000000018,0.1897734
19.07868,0.2448100000000011,-0.2998900000000013,-0.2852899999999998,-0.28554000000000107,0.02988951
19.11678,-0.2348799999999969,-0.4560700000000004,-0.3290500000000023,-0.2550699999999999,0.1131448
19.10783,0.2256,0.17323000000000022,0.27417999999999765,0.053960000000000015,0.1613449
