is_wd,g,u-g,g-r,r-i,i-z,extinction_r
False,18.8312,0.1203700000000012,0.01922999999999675,0.1845300000000023,-0.008630000000000138,0.1917804
False,18.65589,0.015720000000001733,0.21189999999999998,0.1788899999999991,0.23884999999999934,0.3986577
False,17.99628,0.1958100000000016,-0.251140000000003,-0.2294099999999979,-0.2712199999999996,0.2599064
False,18.1759,0.030810000000002447,-0.021010000000000417,-0.003600000000002268,-0.05508999999999986,0.3414731
False,17.12206,-0.30033000000000243,-0.3354600000000012,-0.25150000000000006,-0.31008999999999887,0.39802109999999996
False,19.09235,0.12275999999999954,0.2713600000000014,-0.04088000000000136,-0.0062299999999986255,0.06901424
False,18.61894,0.13953000000000415,0.17818999999999718,0.0953400000000002,-0.1246299999999998,0.07610165
False,19.17776,0.1446600000000018,0.11043000000000092,0.2611099999999986,-0.02487999999999957,0.06215483
False,17.40784,-0.3729300000000002,-0.3637499999999996,0.024450000000001637,0.22610999999999848,0.05911531
False,18.78848,0.15289000000000286,0.039459999999998274,-0.07231999999999772,0.10860999999999876,0.05981668
False,19.095270000000003,-0.03117000000000303,0.051890000000003766,0.17614000000000019,0.24787999999999855,0.07841743
True,16.17624,-0.4006500000000006,-0.5286800000000014,-0.3292900000000003,-0.3335199999999965,0.08813734
False,18.81965,0.07153999999999883,-0.058379999999999654,0.3765800000000006,-0.09043000000000134,0.07856435
False,18.47491,0.15331999999999724,3.0000000002416982e-05,0.0015699999999974068,0.18492000000000175,0.07328705
False,18.9731,0.18925000000000125,0.20960999999999785,0.14481999999999928,0.12008000000000152,0.06570034
True,16.80004,0.020550000000000068,-0.13309999999999889,-0.09892000000000323,-0.07143999999999906,0.05837224
False,18.85774,0.008680000000001797,0.03306000000000253,0.24254999999999782,0.2023299999999999,0.06185923
False,17.99713,0.2950499999999998,0.03148999999999802,-0.0933799999999998,0.052720000000000766,0.06903526
False,19.13955,0.05029000000000039,-0.03545000000000087,0.1796299999999995,0.12232000000000198,0.06416639
False,17.650489999999998,0.2195500000000017,0.10169999999999746,-0.011079999999999757,0.09132999999999925,0.06873114
False,19.0705,0.24745000000000061,0.040109999999998536,0.22194999999999965,-0.006759999999999877,0.07670504
False,18.49268,0.21624000000000265,0.10185999999999851,0.06635999999999953,0.2247600000000034,0.08391195
False,18.945429999999998,0.06612000000000151,-0.17845000000000155,-0.110240000000001,-0.20475000000000065,0.08022589999999999
False,18.35902,0.25892999999999944,0.031230000000000757,0.1548000000000016,-0.07726000000000255,0.07709132
False,18.93148,0.26988000000000056,0.12299000000000149,0.11976999999999904,-0.05608000000000146,0.06832515
False,17.93909,0.006479999999999819,0.0735100000000024,0.24709999999999965,0.09444999999999837,0.1312235
False,17.941860000000002,0.12739999999999796,0.1725100000000026,-0.09537000000000262,-0.08031999999999684,0.1250061
False,18.90703,0.07610000000000028,-0.007699999999999818,0.2170299999999976,-0.0525299999999973,0.12867699999999999
False,18.58365,-0.14582999999999657,0.15719999999999956,0.019529999999999603,0.04259000000000057,0.1062087
False,18.5761,0.15472999999999715,0.08902000000000143,0.18962999999999752,0.19992000000000232,0.10643699999999999
False,18.57688,0.2951400000000035,-0.10574000000000083,0.13799999999999812,-0.05683999999999756,0.1096392
False,18.15631,0.06658999999999793,0.33115000000000094,0.09940999999999889,-0.0401399999999974,0.1370886
False,18.39163,-0.038340000000001595,-0.28269000000000233,-0.2532299999999985,-0.21180999999999983,0.169663
True,18.6993,-0.034490000000001686,-0.20721999999999952,-0.17379999999999995,-0.2343900000000012,0.1782059
True,17.209239999999998,-0.05766999999999811,-0.2445900000000023,-0.1826599999999985,-0.26203999999999894,0.1826289
False,18.8849,0.09830000000000183,-0.07568000000000197,0.3177400000000006,0.018789999999999196,0.1695329
False,18.62847,0.05775999999999826,0.10965999999999809,0.23246000000000322,0.17787999999999826,0.32104340000000003
False,16.7207,-0.15276000000000067,-0.22665999999999897,-0.11569000000000074,-0.11568999999999718,0.3167193
False,17.90394,0.06444000000000116,-0.16162000000000276,-0.11853999999999942,-0.23480999999999952,0.2750127
False,18.378429999999998,0.126100000000001,0.13100000000000023,0.18515000000000015,0.21807999999999694,0.3028892
False,18.67168,0.2812800000000024,0.07549999999999812,0.037400000000001654,0.024469999999997327,0.06244298
False,18.81641,0.12915999999999883,0.21678000000000353,0.20224999999999937,0.07258999999999816,0.07096069
False,19.037689999999998,0.09997000000000256,0.104849999999999,-0.018050000000002342,0.4560600000000008,0.06326655
False,19.0433,0.20681000000000083,-0.28746000000000294,-0.2286699999999975,-0.15991999999999962,0.05743125
True,18.98678,-0.14575999999999922,-0.3211499999999994,-0.3255900000000018,-0.2686099999999989,0.06674305
False,18.929579999999998,0.27019000000000304,-0.012450000000001182,0.04452999999999818,0.35542999999999836,0.08078203
False,19.13358,0.08770000000000167,0.07878999999999792,0.09977999999999909,0.24170000000000158,0.06854136
False,17.83935,0.29813000000000045,-0.02832000000000079,-0.13673000000000002,0.06278999999999968,0.07270053
False,18.80645,-0.06034000000000006,0.29042000000000456,-0.015280000000004179,-0.11466000000000065,0.07182749
False,18.85197,0.13673999999999964,0.05047000000000068,0.21042000000000272,0.18640999999999863,0.05789681
False,18.82562,0.06800000000000139,0.21315999999999846,0.023280000000003298,-0.04820000000000135,0.09443954
False,18.30482,0.14771999999999963,0.08606999999999942,0.24158999999999864,-0.006599999999998829,0.06635766
False,18.58568,0.1989200000000011,-0.02966999999999942,0.22399000000000058,-0.11150000000000304,0.05805862
True,18.93591,0.24080000000000013,-0.31399000000000044,-0.2293699999999994,-0.16683000000000092,0.08610101
False,18.372529999999998,0.12102000000000146,0.22308999999999912,0.022689999999997212,-0.07842000000000127,0.0638107
False,18.75893,0.11134999999999806,0.026309999999998723,-0.032730000000000814,0.1030300000000004,0.07310412
False,18.289260000000002,0.12011000000000038,0.12811000000000305,-0.08105000000000118,0.12293999999999983,0.08343819999999999
False,18.15654,-0.03206000000000131,0.042089999999998184,0.005560000000002674,0.45840000000000103,0.07333752
False,18.0124,0.10632000000000019,0.11196999999999946,0.2618000000000009,0.10060999999999964,0.08926976
False,19.13022,0.2521099999999983,0.13266000000000133,-0.03611000000000075,-0.06990000000000052,0.08512927
False,17.673389999999998,-0.005879999999997665,0.08808999999999756,0.1424500000000002,-0.018060000000001963,0.06987008
True,18.87671,0.08880000000000265,-0.3486900000000013,-0.33563999999999794,-0.16354000000000113,0.07383823
False,17.86816,0.24816999999999823,-0.18347999999999942,0.08452999999999733,-0.06929999999999836,0.07339912
False,16.782020000000003,0.19605999999999568,0.10783000000000342,0.16300999999999988,-0.0033500000000010743,0.1065056
False,18.28395,0.14039999999999964,0.1932299999999998,0.11489999999999867,-0.030300000000000438,0.1062808
False,18.59751,0.2383500000000005,0.03997000000000028,0.14998999999999896,-0.083479999999998,0.12532639999999998
False,19.155910000000002,0.07151999999999603,0.260390000000001,0.12919000000000125,-0.009209999999999496,0.1249332
False,18.8371,0.27168999999999954,0.07275999999999883,0.27486999999999995,-0.12413000000000096,0.1157644
False,19.16467,0.2515099999999961,0.10063000000000244,0.1935299999999991,0.18337000000000003,0.10529769999999998
False,18.137970000000003,0.09253999999999607,0.021150000000002223,0.17016999999999882,0.00590000000000046,0.09916334
False,19.18466,0.11346999999999952,-0.08302999999999727,-0.19156000000000262,-0.2007399999999997,0.1202402
False,19.034760000000002,0.26903999999999684,-0.28623999999999583,-0.22605000000000075,-0.26920000000000144,0.157659
False,17.8828,0.2684800000000003,-0.24486000000000274,-0.29541999999999646,-0.23130000000000095,0.1605158
False,18.74728,0.12605999999999895,0.20260000000000034,-0.09686999999999912,0.039049999999999585,0.1661471
True,16.58397,-0.16991000000000156,-0.4047799999999988,-0.33193999999999946,-0.2943099999999994,0.1653218
False,18.03353,0.021620000000002193,-0.38584000000000174,-0.3212200000000003,-0.24155999999999977,0.17353529999999998
False,17.77896,-0.015630000000001587,0.08108999999999966,-0.08860999999999564,0.4082299999999961,0.26385
False,18.89827,0.12593999999999994,0.26200000000000045,0.002269999999999328,-0.09497,0.2455587
False,17.90905,0.17735000000000056,0.11947999999999936,-0.04211999999999705,0.14143999999999934,0.36026220000000003
False,17.88474,-0.005829999999999558,-0.06938999999999851,-0.07267000000000223,-0.09140000000000015,0.2853128
False,18.4498,0.2138200000000019,0.07989999999999853,0.5907000000000018,0.4859000000000009,0.2520047
False,18.40225,-0.3920299999999983,-0.43004000000000175,-0.33559999999999945,-0.33800000000000097,0.2541431
False,17.8837,0.20279999999999987,-0.2846699999999984,-0.23544000000000054,-0.28249999999999886,0.3373563
False,18.61095,0.1556299999999986,0.009519999999998419,0.28211999999999904,-0.003279999999996619,0.06378406
False,18.626179999999998,0.08115000000000094,0.21435999999999567,0.09318000000000382,0.2817000000000007,0.07826372
False,19.18411,0.0701699999999974,0.21164999999999878,0.07391000000000147,0.002860000000001861,0.07889037
False,19.045,0.026449999999996976,-0.1418999999999997,0.28301000000000087,0.0640199999999993,0.0739833
False,19.06149,0.1644900000000007,0.17464999999999975,-0.14232000000000156,-0.03266999999999953,0.07224251
False,18.8713,0.06550000000000011,0.2609400000000015,0.009450000000001069,-0.1332000000000022,0.06644845
False,18.16934,-0.1014899999999983,-0.4986100000000029,-0.31909999999999883,-0.30202999999999847,0.05595654
False,18.82333,0.05371000000000237,-0.037110000000001975,0.1841399999999993,0.13947000000000287,0.05325279
False,19.05998,0.0944400000000023,0.06731999999999871,0.2596500000000006,-0.09346000000000032,0.06348029
False,18.26809,0.12288999999999817,0.06747000000000014,0.20082999999999984,-0.011589999999998213,0.05745107
False,19.13154,0.20021999999999807,-0.011239999999997252,0.1367699999999985,0.14660999999999902,0.08089097
False,18.889789999999998,0.09966000000000363,0.171719999999997,0.11903000000000219,-0.06097000000000108,0.08167765
False,17.99725,0.19392999999999816,0.12442000000000064,0.11950000000000216,-0.031740000000002766,0.08636393
False,18.91721,0.21903000000000006,0.12118000000000251,0.25976999999999606,-0.0932199999999952,0.06953669
False,19.09788,0.20884000000000214,-0.005130000000001189,0.20073000000000363,0.008869999999998157,0.06381505
False,18.03589,0.2758900000000004,-0.2801300000000033,-0.2355400000000003,-0.2815100000000008,0.07158593
True,18.6712,-0.24411999999999878,-0.48562000000000083,-0.36924000000000134,-0.1692600000000013,0.06536777
True,18.69943,-0.34184000000000125,-0.4610599999999998,0.006099999999999994,0.20386999999999844,0.07712425
False,15.702060000000001,0.0010399999999979315,-0.27858999999999945,-0.20925000000000082,-0.24387000000000114,0.1128671
True,16.381079999999997,-0.290149999999997,-0.4800500000000021,-0.3687199999999997,-0.33848000000000056,0.12328
False,19.08456,0.2791199999999989,0.040749999999999176,0.23652000000000228,-0.13118000000000407,0.12658039999999998
False,19.01855,-0.43847000000000236,-0.54786,-0.4358499999999985,-0.11033000000000115,0.10320660000000001
False,18.00329,-0.09194000000000102,0.02961999999999776,0.457410000000003,-0.16204000000000107,0.1153701
False,18.06104,0.04987000000000208,-0.354140000000001,-0.3021799999999999,-0.3533500000000025,0.12313160000000001
False,17.95755,0.13819999999999766,0.12708999999999904,0.06415000000000148,-0.011440000000000339,0.12406700000000001
False,18.33319,0.04107000000000127,0.06605000000000061,0.7879499999999986,0.7186799999999991,0.11383599999999999
False,18.78094,-0.3583000000000034,-0.5020999999999987,-0.34702000000000055,-0.49051000000000045,0.1290456
True,17.33839,-0.027940000000000964,-0.15119999999999933,-0.050609999999998934,-0.13555000000000206,0.1145279
False,18.229329999999997,0.23553000000000424,0.020539999999996894,0.1400199999999998,-0.0005500000000004945,0.1229673
False,18.935879999999997,0.08411000000000257,0.0852299999999957,0.1320500000000031,0.16552999999999685,0.12231289999999999
False,18.263360000000002,0.19341000000000008,0.09709000000000145,0.3018199999999993,-0.028059999999999974,0.15201979999999998
True,16.85107,-0.11185000000000045,-0.3945299999999996,-0.2868200000000023,-0.28235999999999706,0.1822914
False,18.46281,0.067499999999999,0.2359800000000014,0.22238000000000113,0.11706999999999823,0.1777646
False,17.86484,-0.05555000000000021,-0.36034999999999684,-0.28465000000000273,-0.3860899999999994,0.24248760000000003
False,16.748070000000002,-0.04752000000000223,-0.2825599999999966,-0.13899000000000328,-0.15150999999999826,0.2402261
False,18.46995,-0.0939799999999984,-0.35566999999999993,-0.22235999999999834,-0.33015999999999934,0.46933980000000003
False,18.962020000000003,0.1417599999999979,0.09599000000000402,0.29730999999999597,0.18359000000000236,0.2675586
False,17.91724,-0.06758999999999915,-0.40589999999999904,-0.2791899999999998,-0.28529999999999944,0.2677215
False,18.74154,0.2442700000000002,0.10333999999999932,0.08689999999999998,0.10943999999999932,0.07172506
False,18.77621,0.24364000000000274,0.10542999999999836,0.1437500000000007,-0.047790000000002664,0.07448826
False,18.57282,-0.14555000000000007,-0.45955999999999975,-0.31300999999999846,-0.14388999999999896,0.06976698
False,19.14994,0.08779999999999788,0.08164000000000016,0.15438999999999936,0.1934900000000006,0.05653537
False,18.74556,0.13536999999999821,-0.00829999999999842,0.23034999999999783,-0.040699999999997516,0.05895198
False,19.10847,-0.016390000000001237,0.18502000000000152,-0.04142000000000223,0.12404000000000082,0.04974186
False,17.83544,0.13255000000000194,-0.01261000000000223,0.05368999999999957,0.07035000000000124,0.04930266
False,17.77451,0.19772000000000034,-0.18529000000000195,0.07196000000000069,-0.03333999999999904,0.04917395
False,18.82003,0.22959000000000174,0.13861999999999952,-0.09110000000000085,0.11073999999999984,0.05027016
False,18.13192,0.29850000000000065,0.018490000000003448,0.15908999999999907,-0.018020000000003478,0.06053553
False,17.97964,0.29583000000000226,0.03725999999999985,-0.1245599999999989,0.07114999999999938,0.07079665
False,17.93161,0.22907999999999973,0.011099999999999,0.028140000000000498,0.1595399999999998,0.08350676
True,18.15723,0.050550000000001205,-0.4240200000000023,-0.3131599999999999,-0.2689400000000006,0.07239565
False,18.43851,-0.04788999999999888,0.11680000000000135,-0.056610000000002714,-0.14499999999999957,0.08075210000000001
False,19.02001,0.005100000000002325,0.22622000000000142,0.4520199999999974,0.043849999999999056,0.07152612
False,18.27946,0.12526000000000082,0.12216000000000093,0.1361200000000018,-0.026940000000003295,0.07072968
True,18.94952,-0.08962999999999965,-0.3938699999999997,-0.7997700000000023,-2.6837599999999995,0.08408183
False,19.04605,0.07826999999999984,0.23850000000000193,-0.010439999999999117,-0.13783000000000456,0.08224729
False,18.48409,0.09873000000000332,0.03148999999999802,0.2730200000000025,-0.07267000000000223,0.09700317
False,18.53605,0.030129999999999768,0.14327000000000112,0.013790000000000191,-0.017549999999999955,0.1283253
False,19.03085,0.2529799999999973,0.10818000000000083,0.0482900000000015,0.08680999999999628,0.13449760000000002
False,19.11678,-0.23487999999999687,-0.4560700000000004,-0.3290500000000023,-0.2550699999999999,0.1131448
False,19.13533,0.04388000000000147,0.15415000000000134,0.3081800000000001,0.2525200000000005,0.12337360000000001
False,19.100279999999998,0.25627000000000066,0.11468999999999951,0.256219999999999,-0.02493000000000123,0.1363229
False,18.97354,-0.11486000000000018,-0.397949999999998,-0.3022500000000008,-0.20614000000000132,0.1430431
False,18.33548,0.06422999999999845,-0.14739000000000146,-0.12477999999999767,0.11581999999999937,0.1680973
False,18.73595,0.24379000000000062,0.1559500000000007,0.015509999999999025,0.4322400000000002,0.1637588
True,18.582420000000003,-0.3120800000000017,-0.4582299999999968,-0.34136000000000166,-0.18880000000000052,0.20842689999999997
False,18.58693,0.20234999999999914,0.0652199999999965,0.23576000000000263,0.008250000000000313,0.1739641
False,18.23936,-0.12841000000000236,-0.37050999999999945,-0.32386999999999944,-0.26400999999999897,0.2331076
False,18.81223,0.23695000000000022,0.10925999999999902,0.2130900000000011,0.04129999999999967,0.2381492
False,16.753079999999997,-0.10403999999999769,-0.374410000000001,-0.276489999999999,-0.29156000000000404,0.21582310000000002
False,16.90371,-0.13573999999999842,-0.3713499999999996,-0.3134699999999988,-0.27475000000000094,0.27267670000000005
False,18.36785,0.14602000000000004,0.024100000000000676,0.07516000000000034,0.3541199999999982,0.08180774
False,18.671689999999998,0.2959800000000037,0.07124999999999915,0.06710999999999956,0.2513299999999994,0.05183366
False,19.04823,-0.3530099999999976,-0.3295199999999987,-0.21319000000000088,-0.26444000000000045,0.05773176
False,18.34091,-0.0025600000000025602,-0.016510000000000247,0.22723000000000226,-0.04614000000000118,0.04262883
False,18.34177,0.24052000000000007,0.15870999999999924,0.31513999999999953,-0.060959999999997905,0.04926687
False,19.10726,0.09035000000000082,0.15253999999999834,-0.0641799999999968,-0.05257000000000289,0.05046246
False,18.51288,0.10184999999999889,0.28244000000000113,0.048879999999996926,-0.07708999999999833,0.07174538
False,16.26566,-0.29356000000000115,-0.38873999999999853,-0.24474000000000018,-0.17184999999999917,0.06884909
False,18.03875,0.14010000000000034,-0.33083999999999847,-0.22097000000000122,-0.25626000000000104,0.09550823
False,19.07086,0.21321000000000012,0.13714999999999833,0.24858000000000402,0.008639999999996206,0.09439389
False,18.56563,0.00332000000000221,0.10585999999999629,0.270150000000001,0.15726000000000084,0.07307571
False,19.136429999999997,0.01565000000000083,0.23578999999999795,-0.010020000000000806,-0.19384000000000157,0.07565331
False,18.212,0.1551000000000009,0.21507000000000076,0.2294300000000007,-0.09507000000000332,0.06931105
False,18.2967,-0.049610000000001264,0.17967000000000155,0.018129999999999313,0.4965100000000007,0.06376012
False,17.71538,0.07023000000000224,0.21415999999999968,-0.04245000000000232,-0.11546999999999841,0.09418408
False,18.79066,0.0797699999999999,0.31437000000000026,0.12264000000000053,-0.010260000000002378,0.09912142
False,17.52918,0.13839000000000112,-0.34813000000000116,-0.26725000000000065,-0.27203999999999695,0.1112039
True,16.38855,0.02451000000000292,-0.3840100000000035,-0.28534999999999755,-0.2893000000000008,0.1130932
False,19.169320000000003,0.04228999999999772,0.08717000000000397,0.220089999999999,0.026880000000002013,0.140414
False,18.55761,0.019130000000000535,0.2430899999999987,0.0365000000000002,-0.0464500000000001,0.1210008
False,19.14187,-0.2201999999999984,0.39065000000000083,0.018419999999998993,-0.07142999999999944,0.14734560000000002
False,18.11337,0.24102999999999852,0.13242999999999938,0.11636000000000024,0.23739000000000132,0.1455356
True,18.00385,-0.27890000000000015,-0.47427000000000064,-0.3335499999999989,-0.34959000000000273,0.12995839999999997
False,18.56289,-0.3907500000000006,-0.47093000000000274,-0.3662499999999973,-0.15899000000000285,0.1298066
True,18.80246,0.08369000000000071,-0.3362300000000005,-0.19716999999999985,-0.3353099999999998,0.24018989999999998
False,19.0907,-0.0008799999999986596,-0.3511600000000037,-0.2599299999999971,-0.08892000000000166,0.3814685
False,18.79383,0.2025400000000026,0.16252000000000066,-0.06893000000000171,0.11326999999999998,0.23664829999999998
False,17.28748,-0.30568999999999846,-0.4718400000000038,-0.34190999999999505,-0.3306400000000025,0.08475961
False,18.99145,0.13574999999999804,0.06494999999999962,0.03323999999999927,0.5304099999999998,0.2046986
False,19.09185,-0.12432000000000087,0.35989000000000004,0.02061000000000135,0.009000000000000341,0.09294326
False,18.982329999999997,0.08511000000000024,-0.0009800000000019793,0.26688000000000045,-0.026060000000001082,0.1200155
False,17.91629,0.06998000000000104,0.14055000000000106,-0.018940000000000623,0.4293099999999974,0.10993199999999999
False,18.3687,0.12182999999999922,0.08887,0.29632000000000147,0.05713999999999686,0.1606995
False,18.746660000000002,-0.08870000000000289,-0.43431,-0.290499999999998,-0.14912999999999954,0.1463751
False,18.21947,0.1857099999999967,0.09224000000000387,0.203209999999995,0.02844000000000335,0.1438362
False,18.65096,0.1377600000000001,0.25234000000000023,0.0859400000000008,-0.06421999999999883,0.1705867
False,18.33673,0.11097000000000179,0.23414000000000001,0.11254999999999882,0.7511200000000002,0.14151979999999997
False,18.61726,0.06579999999999941,0.01197000000000159,0.08627999999999858,0.1757300000000015,0.12161400000000001
False,17.88632,-0.17537000000000091,-0.27620999999999896,-0.23974000000000117,-0.31869999999999976,0.1069863
False,18.14425,0.1277399999999993,-0.013629999999999143,0.1171900000000008,-0.003420000000001977,0.11125850000000001
False,15.78415,0.18643999999999927,0.09032000000000195,-0.11589000000000205,0.5353099999999991,0.16017479999999998
True,18.42998,0.23452999999999946,-0.2993400000000008,-0.2421199999999999,-0.13729999999999976,0.14780320000000002
False,18.98757,0.07752999999999943,0.14815000000000111,0.17975999999999814,0.08703000000000216,0.1475007
False,17.434379999999997,0.04460000000000264,-0.0848600000000026,-0.047239999999998616,0.42194999999999894,0.1162978
False,18.851029999999998,0.18415000000000248,0.0850699999999982,0.2666399999999989,-0.05407999999999902,0.11154000000000001
False,18.69107,0.11485000000000056,0.017669999999998964,0.2294600000000031,0.08562999999999832,0.1195645
False,18.759420000000002,0.14830999999999506,0.07214000000000453,0.259129999999999,0.04854999999999876,0.13624170000000002
False,16.259610000000002,0.12365999999999744,-0.18221999999999738,0.01350999999999658,0.20163000000000508,0.1195823
False,18.68615,0.09617999999999682,0.07606000000000179,0.22971000000000075,-0.00993000000000066,0.11950899999999999
False,18.56179,0.04490000000000194,0.162469999999999,0.04943000000000097,0.4409099999999988,0.06884392
False,18.86759,-0.03979999999999961,0.20227999999999824,-0.034389999999998366,-0.17768999999999835,0.07385306
False,19.19944,0.08928999999999832,0.03107999999999933,0.1788899999999991,-0.039519999999999555,0.08087917
False,18.17511,-0.13703000000000287,0.08338999999999785,-0.009249999999997982,0.4037700000000015,0.05946131
False,19.01039,0.024089999999997502,0.05320000000000036,0.13939000000000235,0.09100999999999715,0.04854295
False,18.8338,0.2917999999999985,-0.03318999999999761,0.1057499999999969,-0.07321999999999917,0.04802829
False,18.96066,0.28467999999999805,-0.02675999999999945,-0.11225999999999914,0.21473999999999904,0.06310882
False,18.871270000000003,0.04522999999999655,0.08406000000000091,0.2329300000000032,0.08555000000000135,0.06065394
False,18.75841,0.11925000000000097,-0.08484999999999943,0.046870000000001966,0.026650000000000063,0.05684981
False,19.06169,0.08999000000000024,0.26951000000000036,-0.10719000000000278,-0.05208999999999975,0.06173054
False,19.10766,0.15019000000000204,-0.01332000000000022,0.1970799999999997,0.4479900000000008,0.05339314
False,18.83002,0.1144299999999987,0.11182000000000158,-0.04999000000000109,-0.07804999999999751,0.07660151
False,19.11826,0.054290000000001726,0.09741,0.09917000000000087,-0.10844000000000165,0.07806025
False,19.003989999999998,0.09794000000000125,0.21836000000000055,-0.09873000000000332,0.08253999999999806,0.07614434
False,19.0197,0.0931299999999986,0.20428000000000068,0.06052000000000035,-0.09994999999999976,0.06508774
False,18.452,-0.07921000000000333,0.1697400000000009,0.3503399999999992,-0.06501999999999697,0.06749157
False,19.081210000000002,-0.13809000000000182,-0.41076999999999586,-0.2853500000000011,-0.339459999999999,0.06803074
False,19.07754,0.1422200000000018,0.2133099999999999,-0.11384999999999934,0.11736999999999753,0.05131895
False,18.1298,0.09512000000000143,0.24762000000000128,0.029069999999997265,-0.012160000000001503,0.05069065
False,18.1617,0.13367000000000218,0.2619499999999988,0.41984000000000066,-0.021509999999999252,0.05192253
False,18.70476,0.07721999999999696,0.08410999999999902,-0.05367000000000033,-0.029829999999996915,0.05920925
False,19.129089999999998,0.29613000000000156,-0.18518000000000256,-0.2102800000000009,-0.1468799999999959,0.05223495
False,17.962970000000002,0.10710999999999515,-0.3385799999999968,-0.2511800000000015,-0.28681999999999874,0.05311048
False,18.6363,0.05349000000000004,0.2021899999999981,-0.03669000000000011,-0.12229999999999919,0.07513588
False,18.87658,0.1513499999999972,0.14791999999999916,-0.02653999999999712,0.08684999999999832,0.08210009
True,16.17698,0.0767099999999985,-0.3363800000000019,-0.26209999999999667,-0.3017700000000012,0.08977079
False,17.28493,0.2298000000000009,-0.0009700000000023579,0.11781000000000219,-0.030160000000002185,0.08238089
