objid,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,extinction_r,class,subClass
1237674649927155762,176.53637,-0.41087837,17.78593,17.99037,18.41368,18.81691,19.12482,0.06838275,STAR,WD
1237674649927155762,176.53637,-0.41087837,17.78593,17.99037,18.41368,18.81691,19.12482,0.06838275,STAR,WD
1237674649927155762,176.53637,-0.41087837,17.78593,17.99037,18.41368,18.81691,19.12482,0.06838275,STAR,WD
1237671128051810337,176.44811,-0.51853248,18.8395,18.7371,18.71842,18.58755,18.37166,0.06504742,QSO,BROADLINE
1237671128051810337,176.44811,-0.51853248,18.8395,18.7371,18.71842,18.58755,18.37166,0.06504742,QSO,BROADLINE
1237674649390219503,176.39381,-0.72744359,19.40655,19.1256,19.14902,18.97032,18.90841,0.06602099,QSO,BROADLINE
1237674649390219503,176.39381,-0.72744359,19.40655,19.1256,19.14902,18.97032,18.90841,0.06602099,QSO,BROADLINE
1237674649390219503,176.39381,-0.72744359,19.40655,19.1256,19.14902,18.97032,18.90841,0.06602099,QSO,BROADLINE
1237671128051810337,176.44811,-0.51853248,18.8395,18.7371,18.71842,18.58755,18.37166,0.06504742,QSO,BROADLINE
1237671140943986808,176.23247,-0.36184647,18.48857,18.33225,18.28194,18.31935,18.03268,0.05739008,QSO,BROADLINE
1237671140943986808,176.23247,-0.36184647,18.48857,18.33225,18.28194,18.31935,18.03268,0.05739008,QSO,BROADLINE
1237671140943986808,176.23247,-0.36184647,18.48857,18.33225,18.28194,18.31935,18.03268,0.05739008,QSO,BROADLINE
1237671128588550187,175.89735,-0.49510603,17.29643,17.357,17.15542,16.73632,16.90537,0.05346316,QSO,BROADLINE
1237671128588550187,175.89735,-0.49510603,17.29643,17.357,17.15542,16.73632,16.90537,0.05346316,QSO,BROADLINE
1237671128588550187,175.89735,-0.49510603,17.29643,17.357,17.15542,16.73632,16.90537,0.05346316,QSO,BROADLINE
1237671141480529972,175.54832,-0.89562786,17.94103,17.88858,17.86297,17.72501,17.69066,0.05278445,QSO,BROADLINE
1237674648853086235,175.70065,-1.1823597,18.82506,18.97943,18.77007,18.40725,18.39319,0.04077039,QSO,BROADLINE
1237671141480529972,175.54832,-0.89562786,17.94103,17.88858,17.86297,17.72501,17.69066,0.05278445,QSO,BROADLINE
1237674648853086235,175.70065,-1.1823597,18.82506,18.97943,18.77007,18.40725,18.39319,0.04077039,QSO,STARBURST
1237674648853086235,175.70065,-1.1823597,18.82506,18.97943,18.77007,18.40725,18.39319,0.04077039,QSO,BROADLINE
1237671141480529972,175.54832,-0.89562786,17.94103,17.88858,17.86297,17.72501,17.69066,0.05278445,QSO,BROADLINE
1237671142017597505,175.32347,-0.21400432,18.33618,18.04694,18.14917,18.02934,17.98176,0.06296693,QSO,BROADLINE
1237671142017597505,175.32347,-0.21400432,18.33618,18.04694,18.14917,18.02934,17.98176,0.06296693,QSO,BROADLINE
1237671142017597505,175.32347,-0.21400432,18.33618,18.04694,18.14917,18.02934,17.98176,0.06296693,QSO,BROADLINE
1237674649926434834,174.79024,-0.26907207,17.93914,17.94194,17.77776,17.37193,17.47284,0.06082873,QSO,BROADLINE
1237674649926434834,174.79024,-0.26907207,17.93914,17.94194,17.77776,17.37193,17.47284,0.06082873,QSO,BROADLINE
1237648722839142474,175.00622,1.0616014,19.37411,19.19677,18.97527,19.10289,19.25536,0.05847789,GALAXY,BROADLINE
1237648721765335082,174.84859,0.38378317,17.47055,17.19419,17.27588,17.13497,17.02792,0.05539703,QSO,BROADLINE
1237648722839142474,175.00622,1.0616014,19.37411,19.19677,18.97527,19.10289,19.25536,0.05847789,QSO,null
1237648722839142474,175.00622,1.0616014,19.37411,19.19677,18.97527,19.10289,19.25536,0.05847789,QSO,null
1237674650463240452,174.75509,0.056053794,19.11728,18.8225,19.02328,19.20841,19.4614,0.06309555,STAR,WD
1237648721765335082,174.84859,0.38378317,17.47055,17.19419,17.27588,17.13497,17.02792,0.05539703,QSO,BROADLINE
1237674650463240452,174.75509,0.056053794,19.11728,18.8225,19.02328,19.20841,19.4614,0.06309555,STAR,CV
1237648721765335082,174.84859,0.38378317,17.47055,17.19419,17.27588,17.13497,17.02792,0.05539703,QSO,BROADLINE
1237674649926434834,174.79024,-0.26907207,17.93914,17.94194,17.77776,17.37193,17.47284,0.06082873,QSO,BROADLINE
1237674650463240452,174.75509,0.056053794,19.11728,18.8225,19.02328,19.20841,19.4614,0.06309555,STAR,WD
1237671129662947443,175.97511,1.2286547,17.40053,17.22814,17.06009,17.07729,17.10558,0.05578085,QSO,BROADLINE
1237671129662947443,175.97511,1.2286547,17.40053,17.22814,17.06009,17.07729,17.10558,0.05578085,QSO,BROADLINE
1237671129662947443,175.97511,1.2286547,17.40053,17.22814,17.06009,17.07729,17.10558,0.05578085,QSO,BROADLINE
1237648721765859397,176.04222,0.30382301,18.60138,18.67573,18.79974,18.58131,18.64922,0.07059075,QSO,BROADLINE
1237671141481054210,176.00201,0.15502258,18.84609,18.69565,18.5345,18.35962,18.31901,0.07584835,QSO,BROADLINE
1237671141481054210,176.00201,0.15502258,18.84609,18.69565,18.5345,18.35962,18.31901,0.07584835,QSO,BROADLINE
1237648721765859397,176.04222,0.30382301,18.60138,18.67573,18.79974,18.58131,18.64922,0.07059075,QSO,BROADLINE
1237648721765859397,176.04222,0.30382301,18.60138,18.67573,18.79974,18.58131,18.64922,0.07059075,QSO,BROADLINE
1237671141481054210,176.00201,0.15502258,18.84609,18.69565,18.5345,18.35962,18.31901,0.07584835,QSO,BROADLINE
1237671140944117796,176.39108,-0.15918632,18.4822,18.41106,18.16385,18.2683,18.33435,0.06187022,QSO,BROADLINE
1237671140944117796,176.39108,-0.15918632,18.4822,18.41106,18.16385,18.2683,18.33435,0.06187022,QSO,null
1237671140944117796,176.39108,-0.15918632,18.4822,18.41106,18.16385,18.2683,18.33435,0.06187022,QSO,BROADLINE
1237648721766121486,176.55038,0.35143824,19.07503,18.9681,18.74044,18.76622,18.91389,0.08984985,QSO,BROADLINE
1237671140944314399,176.6468,0.20928608,14.37405,14.92306,15.43085,15.8626,16.22368,0.07828365,QSO,null
1237671140944314399,176.6468,0.20928608,14.37405,14.92306,15.43085,15.8626,16.22368,0.07828365,QSO,BROADLINE
1237648721766121486,176.55038,0.35143824,19.07503,18.9681,18.74044,18.76622,18.91389,0.08984985,QSO,BROADLINE
1237648721766121486,176.55038,0.35143824,19.07503,18.9681,18.74044,18.76622,18.91389,0.08984985,QSO,null
1237671140944314399,176.6468,0.20928608,14.37405,14.92306,15.43085,15.8626,16.22368,0.07828365,QSO,null
1237671140944510987,176.83008,0.56422042,18.94973,18.96138,18.78719,18.67926,18.23854,0.08518457,QSO,BROADLINE
1237671140944510987,176.83008,0.56422042,18.94973,18.96138,18.78719,18.67926,18.23854,0.08518457,QSO,BROADLINE
1237671140944510987,176.83008,0.56422042,18.94973,18.96138,18.78719,18.67926,18.23854,0.08518457,QSO,BROADLINE
1237671140407443460,176.95693,-0.019301507,18.53914,18.46865,18.21206,18.19631,18.23829,0.07657627,QSO,BROADLINE
1237671140407443460,176.95693,-0.019301507,18.53914,18.46865,18.21206,18.19631,18.23829,0.07657627,QSO,BROADLINE
1237671140407443460,176.95693,-0.019301507,18.53914,18.46865,18.21206,18.19631,18.23829,0.07657627,QSO,BROADLINE
1237671140407574633,177.12605,0.29365685,19.25496,19.08585,19.10509,18.84849,18.8956,0.08758094,QSO,BROADLINE
1237671140407574633,177.12605,0.29365685,19.25496,19.08585,19.10509,18.84849,18.8956,0.08758094,QSO,BROADLINE
1237671140407574633,177.12605,0.29365685,19.25496,19.08585,19.10509,18.84849,18.8956,0.08758094,QSO,BROADLINE
1237671128589402129,176.96948,1.0752145,18.98321,18.77968,18.67575,18.57435,18.50214,0.07188869,QSO,BROADLINE
1237671128589402129,176.96948,1.0752145,18.98321,18.77968,18.67575,18.57435,18.50214,0.07188869,QSO,BROADLINE
1237671128589402129,176.96948,1.0752145,18.98321,18.77968,18.67575,18.57435,18.50214,0.07188869,QSO,BROADLINE
1237671139870703674,177.45338,0.14884271,19.06196,18.92648,18.85319,18.7118,18.6416,0.06952399,QSO,BROADLINE
1237671139870703674,177.45338,0.14884271,19.06196,18.92648,18.85319,18.7118,18.6416,0.06952399,QSO,BROADLINE
1237671139870703674,177.45338,0.14884271,19.06196,18.92648,18.85319,18.7118,18.6416,0.06952399,QSO,BROADLINE
1237674648854528013,178.97547,-1.0613359,18.9792,18.88494,18.87893,18.68555,18.52899,0.06125744,QSO,BROADLINE
1237674648854528013,178.97547,-1.0613359,18.9792,18.88494,18.87893,18.68555,18.52899,0.06125744,QSO,BROADLINE
1237674648854200370,178.28033,-1.0908855,18.51514,18.5458,18.315,18.25113,18.28464,0.05518622,QSO,BROADLINE
1237671763713130718,191.72657,0.70173995,19.17104,19.19357,18.92672,18.86271,18.88505,0.06241874,QSO,BROADLINE
1237671763713130718,191.72657,0.70173995,19.17104,19.19357,18.92672,18.86271,18.88505,0.06241874,QSO,BROADLINE
1237648702970921027,193.54525,-1.0690094,17.45841,17.39382,17.84928,18.14034,18.4166,0.05243644,STAR,A0
1237648703507726433,193.40565,-0.8026529,18.62823,18.47491,18.47488,18.47331,18.28839,0.07328705,QSO,BROADLINE
1237648703507857436,193.72335,-0.72360755,19.16235,18.9731,18.76349,18.61867,18.49859,0.06570034,QSO,BROADLINE
1237648703507595286,193.08529,-0.66346441,18.89119,18.81965,18.87803,18.50145,18.59188,0.07856435,QSO,BROADLINE
1237671762638733394,192.45537,-0.83745077,19.08784,19.04253,18.88802,18.84101,18.8159,0.07106007,QSO,BROADLINE
1237648704044400691,192.95123,-0.35180066,19.19977,18.92958,18.94203,18.8975,18.54207,0.08078203,QSO,BROADLINE
1237671762638602403,192.41606,-1.1137825,19.09328,19.0673,18.84091,18.79128,18.89709,0.07356887,QSO,BROADLINE
1237671763712409678,191.51873,-0.94777699,18.44594,18.27663,18.30276,18.05921,18.1078,0.0710628,QSO,BROADLINE
1237648703506808877,191.38487,-0.79499548,19.0641,19.09527,19.04338,18.86724,18.61936,0.07841743,QSO,BROADLINE
1237671763713261806,191.56771,0.99660439,19.42957,19.18847,19.17846,19.32855,19.553,0.04943111,STAR,CV
1237671266033860628,191.37755,0.6339375,18.95425,18.9788,18.99141,18.73862,18.74486,0.04972847,QSO,BROADLINE
1237671266033598603,191.49653,0.15072229,18.4745,18.67599,18.63673,18.31513,18.23315,0.04748188,QSO,BROADLINE
1237671764249870375,191.28382,0.35349791,18.82332,18.68547,18.63038,18.4398,18.49481,0.05053715,QSO,BROADLINE
1237671265497120805,191.82173,1.0063577,18.95446,18.8691,18.86242,18.70732,18.65241,0.05100196,QSO,BROADLINE
1237648722309939372,192.53473,0.77252005,19.13565,18.97564,18.87439,18.8122,18.84566,0.05934148,QSO,BROADLINE
1237648704581009470,192.40053,0.08376605,19.15442,19.05998,18.99266,18.73301,18.82647,0.06348029,QSO,BROADLINE
1237648705655078972,193.18276,0.88891203,18.58229,18.34177,18.18306,17.86792,17.92888,0.04926687,QSO,BROADLINE
1237648722310332424,193.33185,0.7558525,19.06696,18.88032,18.76724,18.54319,18.52584,0.0645724,QSO,BROADLINE
1237648721237573795,195.67755,-0.12447731,17.97991,17.97155,17.88624,17.6128,17.53269,0.05140514,QSO,BROADLINE
1237648721237573795,195.67755,-0.12447731,17.97991,17.97155,17.88624,17.6128,17.53269,0.05140514,QSO,BROADLINE
1237648720163569760,195.09676,-0.90827238,18.29537,18.1617,17.89975,17.47991,17.50142,0.05192253,QSO,STARBURST BROADLINE
1237648720163569760,195.09676,-0.90827238,18.29537,18.1617,17.89975,17.47991,17.50142,0.05192253,QSO,STARBURST BROADLINE
1237648704045514805,195.48901,-0.25905492,18.98871,18.85197,18.8015,18.59108,18.40467,0.05789681,QSO,BROADLINE
1237648721237508188,195.54602,0.0012503861,18.62186,18.55187,18.35157,18.00523,17.94688,0.0601886,QSO,BROADLINE
1237648704045514805,195.48901,-0.25905492,18.98871,18.85197,18.8015,18.59108,18.40467,0.05789681,QSO,BROADLINE
1237648721237508188,195.54602,0.0012503861,18.62186,18.55187,18.35157,18.00523,17.94688,0.0601886,QSO,BROADLINE
1237648720163504143,194.80334,-0.88712151,18.22492,18.1298,17.88218,17.85311,17.86527,0.05069065,QSO,BROADLINE
1237648702971576379,195.01217,-1.100494,18.33031,18.23804,18.00533,18.12802,17.39648,0.06075434,QSO,BROADLINE
1237648720163504143,194.80334,-0.88712151,18.22492,18.1298,17.88218,17.85311,17.86527,0.05069065,QSO,BROADLINE
1237648702971576379,195.01217,-1.100494,18.33031,18.23804,18.00533,18.12802,17.39648,0.06075434,QSO,BROADLINE
1237648703508381793,194.92449,-0.65800143,16.82059,16.80004,16.93314,17.03206,17.1035,0.05837224,STAR,B6
1237648703508381793,194.92449,-0.65800143,16.82059,16.80004,16.93314,17.03206,17.1035,0.05837224,STAR,B6
1237648720700375071,194.87004,-0.45833542,19.19853,19.11206,19.12882,18.98444,18.92895,0.06911016,QSO,BROADLINE
1237648720700375071,194.87004,-0.45833542,19.19853,19.11206,19.12882,18.98444,18.92895,0.06911016,QSO,BROADLINE
1237648721237049386,194.45026,-0.043642898,19.09489,19.05226,18.76992,18.74988,18.79255,0.05936788,QSO,BROADLINE
1237648721237049363,194.37631,-0.19747035,18.58494,18.79893,19.27162,19.53362,19.79098,0.0640196,STAR,WD
1237648721237049363,194.37631,-0.19747035,18.58494,18.79893,19.27162,19.53362,19.79098,0.0640196,STAR,WD
1237648721237049386,194.45026,-0.043642898,19.09489,19.05226,18.76992,18.74988,18.79255,0.05936788,QSO,BROADLINE
1237648720700112962,194.29548,-0.44479891,18.87671,18.77871,18.79219,18.55096,18.60087,0.08478664,QSO,BROADLINE
1237648720700112962,194.29548,-0.44479891,18.87671,18.77871,18.79219,18.55096,18.60087,0.08478664,QSO,BROADLINE
1237648704044925017,194.2433,-0.35638762,18.74611,18.80645,18.51603,18.53131,18.64597,0.07182749,QSO,BROADLINE
1237648704044925017,194.2433,-0.35638762,18.74611,18.80645,18.51603,18.53131,18.64597,0.07182749,QSO,BROADLINE
1237648704044793908,193.88748,-0.27850133,19.22128,19.13358,19.05479,18.95501,18.71331,0.06854136,QSO,BROADLINE
1237648704044859409,193.9596,-0.30861479,18.13748,17.83935,17.86767,18.0044,17.94161,0.07270053,QSO,BROADLINE
1237648704044793908,193.88748,-0.27850133,19.22128,19.13358,19.05479,18.95501,18.71331,0.06854136,QSO,BROADLINE
1237648704044859409,193.9596,-0.30861479,18.13748,17.83935,17.86767,18.0044,17.94161,0.07270053,QSO,BROADLINE
1237648720699785328,193.49874,-0.54094843,19.34997,19.11831,19.10773,18.89338,18.91063,0.06196176,QSO,BROADLINE
1237648720699785328,193.49874,-0.54094843,19.34997,19.11831,19.10773,18.89338,18.91063,0.06196176,QSO,BROADLINE
1237648720163045438,193.86792,-0.91166473,19.21976,19.07754,18.86423,18.97808,18.86071,0.05131895,QSO,null
1237648720163045438,193.86792,-0.91166473,19.21976,19.07754,18.86423,18.97808,18.86071,0.05131895,QSO,BROADLINE
1237648705655341197,193.65114,0.9561277,19.19761,19.10726,18.95472,19.0189,19.07147,0.05046246,QSO,BROADLINE
1237648705655341197,193.65114,0.9561277,19.19761,19.10726,18.95472,19.0189,19.07147,0.05046246,QSO,BROADLINE
1237648722847727652,194.5761,1.103848,18.82656,18.76155,18.72658,18.49377,18.4334,0.04920381,QSO,BROADLINE
1237648722847727652,194.5761,1.103848,18.82656,18.76155,18.72658,18.49377,18.4334,0.04920381,QSO,BROADLINE
1237648705118666775,194.11728,0.53318622,17.96799,17.83544,17.84805,17.79436,17.72401,0.04930266,QSO,BROADLINE
1237648705118666775,194.11728,0.53318622,17.96799,17.83544,17.84805,17.79436,17.72401,0.04930266,QSO,BROADLINE
1237648721773854768,194.263,0.40998618,17.42117,17.38505,17.28216,17.33426,17.46571,0.05155988,QSO,BROADLINE
1237648705118666811,194.12286,0.47505119,17.97223,17.77451,17.9598,17.88784,17.92118,0.04917395,QSO,BROADLINE
1237648705118666811,194.12286,0.47505119,17.97223,17.77451,17.9598,17.88784,17.92118,0.04917395,QSO,BROADLINE
1237648721773854768,194.263,0.40998618,17.42117,17.38505,17.28216,17.33426,17.46571,0.05155988,QSO,BROADLINE
1237648722311118852,195.10638,0.75837653,15.51152,15.67384,15.8234,15.91473,16.00766,0.07079724,STAR,B6
1237648722311118862,195.12093,0.77702385,18.82574,18.67237,18.61482,18.36292,18.3052,0.07196686,QSO,BROADLINE
1237648722311118852,195.10638,0.75837653,15.51152,15.67384,15.8234,15.91473,16.00766,0.07079724,STAR,B9
1237648722311118862,195.12093,0.77702385,18.82574,18.67237,18.61482,18.36292,18.3052,0.07196686,QSO,BROADLINE
1237648705655930958,195.08874,0.88338539,18.61473,18.51288,18.23044,18.18156,18.25865,0.07174538,QSO,BROADLINE
1237648705655930958,195.08874,0.88338539,18.61473,18.51288,18.23044,18.18156,18.25865,0.07174538,QSO,BROADLINE
1237648722311118891,195.24912,0.74527286,18.7487,18.62235,18.52814,18.27984,18.28013,0.07354999,QSO,BROADLINE
1237648722311118891,195.24912,0.74527286,18.7487,18.62235,18.52814,18.27984,18.28013,0.07354999,QSO,BROADLINE
1237648705655996476,195.24669,0.95326701,15.9721,16.26566,16.6544,16.89914,17.07099,0.06884909,STAR,B9
1237648705655996476,195.24669,0.95326701,15.9721,16.26566,16.6544,16.89914,17.07099,0.06884909,STAR,B9
1237671768005541929,257.38751,63.691043,19.11294,19.04543,18.8465,18.88086,18.96806,0.0690451,QSO,BROADLINE
1237671768005541929,257.38751,63.691043,19.11294,19.04543,18.8465,18.88086,18.96806,0.0690451,QSO,BROADLINE
1237671768005542061,257.56548,63.801719,19.03776,18.87032,18.87932,18.6919,18.64302,0.068208,QSO,BROADLINE
1237671768005542061,257.56548,63.801719,19.03776,18.87032,18.87932,18.6919,18.64302,0.068208,QSO,BROADLINE
1237671768542609504,258.49799,64.160971,18.70352,18.61485,18.42914,18.33121,18.27827,0.08377685,QSO,BROADLINE
1237671768542609504,258.49799,64.160971,18.70352,18.61485,18.42914,18.33121,18.27827,0.08377685,QSO,BROADLINE
1237671767468933131,258.81899,63.495985,18.9784,18.87014,18.59872,18.52113,18.53395,0.08506086,QSO,BROADLINE
1237671767468933131,258.81899,63.495985,18.9784,18.87014,18.59872,18.52113,18.53395,0.08506086,QSO,BROADLINE
1237671938731016576,259.50043,63.322349,19.18436,19.0771,19.47447,19.72459,19.9669,0.08130037,STAR,WD
1237671938731016576,259.50043,63.322349,19.18436,19.0771,19.47447,19.72459,19.9669,0.08130037,STAR,WD
1237671767469392071,261.46536,63.528463,18.84554,18.98236,19.34333,19.60403,19.78839,0.09932107,STAR,OB
1237671767469392071,261.46536,63.528463,18.84554,18.98236,19.34333,19.60403,19.78839,0.09932107,STAR,OB
1237671938731343884,260.90567,63.331183,18.34426,18.24952,18.56914,18.83496,19.11703,0.08292557,STAR,WD
1237671938731343884,260.90567,63.331183,18.34426,18.24952,18.56914,18.83496,19.11703,0.08292557,STAR,WD
1237671938731475060,261.79923,63.378293,17.27653,17.13184,17.0477,16.78336,16.81086,0.08127419,QSO,BROADLINE
1237671938731475060,261.79923,63.378293,17.27653,17.13184,17.0477,16.78336,16.81086,0.08127419,QSO,BROADLINE
1237651212824281130,259.1657,58.359492,18.61312,18.85423,19.27648,19.60888,19.77958,0.07696759,STAR,WD
1237651212287082667,257.93681,58.82212,19.27669,19.11245,19.07418,18.85129,18.95956,0.08377323,QSO,BROADLINE
1237651212287082688,257.80527,58.788716,18.64404,18.99571,19.46496,19.85697,20.19984,0.1010209,STAR,B9
1237651211750015034,256.75193,59.178122,18.93055,18.7091,18.70992,18.49312,18.4878,0.08672234,QSO,BROADLINE
1237651211213144306,256.02251,59.02043,19.339,19.19696,19.1693,18.91197,18.90655,0.06474397,QSO,BROADLINE
1237651224097849499,255.46559,59.372699,19.02871,18.83967,18.7187,18.70591,18.76348,0.0621663,QSO,BROADLINE
1237651225171067017,256.02558,60.798293,18.54412,18.63859,18.29559,18.21258,18.21053,0.06434903,QSO,BROADLINE
1237651225171132471,256.17239,60.741815,15.63398,15.43716,15.24753,15.19985,14.83873,0.06267304,QSO,BROADLINE
1237651211212881933,255.51999,59.609853,18.8155,18.71017,18.84636,18.94438,19.15897,0.06728496,STAR,WD
1237651212286558342,257.01768,59.976473,19.15231,19.01193,19.07391,18.91745,18.97752,0.05933181,QSO,BROADLINE
1237651212823429158,257.9398,60.221839,18.61904,18.55349,18.40806,18.44883,18.41743,0.06588506,QSO,BROADLINE
1237651226245398609,258.39183,59.841199,18.26646,17.96737,18.0582,18.01068,18.1561,0.05825111,QSO,BROADLINE
1237651226782335148,259.28002,59.763907,18.66364,18.62518,18.93983,19.01326,18.87799,0.05599717,STAR,WD
1237651213897105582,259.21436,60.543257,18.92111,18.96869,18.73486,18.65405,18.7277,0.06802547,QSO,BROADLINE
1237656528381935765,259.63222,59.885931,19.15557,19.04032,18.88498,18.6843,18.60436,0.06170264,QSO,BROADLINE
1237656528382001301,259.75958,59.621068,17.60314,17.57521,17.44232,17.12389,17.18995,0.06674511,QSO,STARBURST BROADLINE
1237651226782466141,259.52855,59.553716,19.15368,19.16873,18.87286,18.71286,18.23073,0.06163815,QSO,BROADLINE
1237651299260694692,263.17458,60.458983,19.12036,19.09235,19.40754,19.76576,19.99754,0.1357166,STAR,WD
1237651297650343996,261.17415,59.517582,17.92521,17.83295,17.90589,17.32694,16.7749,0.07486682,STAR,M4
1237651298186952721,261.58243,60.266684,17.60785,17.42283,17.25683,17.31043,17.29001,0.06678971,QSO,BROADLINE
1237656529992352036,261.58551,60.56297,19.34018,19.07038,19.04184,18.85712,18.88814,0.0732881,QSO,BROADLINE
1237656529455611967,261.19568,60.25025,19.00836,19.07022,19.47315,19.84879,20.10508,0.06382651,STAR,WD
1237651298186756169,261.19337,60.605462,18.56455,18.47406,18.44319,18.45064,18.01657,0.08355384,QSO,BROADLINE
1237656529455546602,260.91058,60.245587,15.48627,15.52347,15.59861,15.70098,15.74546,0.0573686,STAR,A0
1237656529455481016,261.0923,60.498319,17.71667,17.61666,17.87979,18.04819,18.18986,0.07549687,STAR,B6
1237651297650147644,260.79314,59.851587,18.97429,18.93663,18.75201,18.94108,18.78264,0.06564099,QSO,BROADLINE
1237651297650016504,260.71108,60.183991,19.06813,18.88008,19.21652,19.50745,19.84306,0.06828813,STAR,WD
1237656529455480855,260.67995,60.516584,17.96065,18.06273,18.29919,18.59103,18.85104,0.09682693,STAR,OB
1237651297650147378,260.63859,59.921633,18.72051,18.47463,18.47212,18.29235,18.35092,0.0635169,QSO,BROADLINE
1237651310534066503,259.0549,61.887177,19.25454,19.08743,19.19564,19.26407,19.52425,0.05009924,GALAXY,null
1237651213896712338,258.58018,61.329059,18.6686,18.68458,18.46512,17.95311,17.82905,0.07057351,QSO,BROADLINE
1237651213896778019,258.97279,61.253972,19.17505,19.05837,18.9538,18.67113,18.61116,0.06641483,QSO,BROADLINE
1237651310534590533,259.90293,60.796712,18.9839,18.8267,18.80185,18.85357,18.76732,0.07608474,QSO,BROADLINE
1237651297649492069,259.74678,61.326154,18.98144,19.01805,19.02072,18.63105,18.60328,0.07132853,QSO,BROADLINE
1237651310534459543,259.54232,61.020557,18.26001,18.00804,18.20727,17.78046,17.18587,0.06679641,STAR,M5
1237651311608332533,261.60218,61.016016,19.15697,18.8806,18.78825,18.84414,18.75384,0.08896762,QSO,BROADLINE
1237651299260104933,262.58382,61.660413,17.80412,17.83525,18.15473,18.46176,18.7821,0.1089753,STAR,WD
1237651312145203219,262.17891,61.182551,18.49208,18.20509,18.22762,18.06331,18.15068,0.08183319,QSO,BROADLINE
1237651312145334496,262.29782,60.781298,18.10236,17.97547,17.88503,17.64801,17.60203,0.100987,QSO,BROADLINE
1237651312682008958,263.01297,61.297766,18.95792,18.7763,18.56167,18.50508,18.03366,0.122676,QSO,STARBURST BROADLINE
1237651212824805501,259.83334,57.130111,18.82821,18.76677,18.5477,18.51294,18.62453,0.1101733,QSO,BROADLINE
1237651212288065588,259.03883,56.776196,19.11448,19.12862,19.06995,18.96879,18.75494,0.06523585,QSO,BROADLINE
1237651225172967465,258.76791,56.787729,18.56775,18.58094,18.28481,17.91348,17.81957,0.06062802,QSO,STARBURST BROADLINE
1237651211751063591,258.27803,56.923768,18.00505,17.92141,18.31653,18.54796,18.88712,0.05581366,STAR,WD
1237651211214061609,257.53242,57.118072,19.04226,18.96747,18.80392,18.8408,18.83282,0.05594676,QSO,BROADLINE
1237651224098504757,256.44315,58.025253,18.79585,18.7852,18.55546,18.51007,18.58965,0.05686958,QSO,BROADLINE
1237651212287148115,258.03102,58.798475,18.02154,18.05737,17.96356,18.01539,17.57875,0.08773611,QSO,STARBURST BROADLINE
1237651225172639801,258.25288,57.425068,18.37774,18.17629,18.05319,18.05258,17.58916,0.07043394,QSO,BROADLINE
1237651212287672457,258.84237,57.607415,17.34793,17.45982,17.40593,17.06123,16.92191,0.1129084,QSO,BROADLINE
1237651225709379714,259.11913,57.833219,19.21644,18.93921,18.99983,18.94207,19.05617,0.08816241,QSO,BROADLINE
1237651226246119584,259.46081,58.253903,17.22338,17.31429,17.34562,17.45102,16.89588,0.07181275,QSO,BROADLINE
1237651212824412182,259.34208,58.099688,16.49164,16.67393,16.92108,17.03754,17.15904,0.06778763,STAR,B6
1237651226246185124,259.73967,58.13578,18.45797,18.40653,18.29327,18.13901,17.87435,0.08149427,QSO,BROADLINE
1237651226246250587,259.75712,58.007995,19.0365,18.81627,18.69269,18.71141,18.54066,0.07265622,QSO,BROADLINE
1237651226782924951,260.29158,58.539774,18.59052,18.99569,19.49864,19.86297,20.04928,0.07518637,STAR,B9
1237655746705358963,264.60266,58.300491,17.96289,18.37947,18.86244,19.20499,19.56577,0.1170642,STAR,O
1237648704592805913,219.26717,0.11807156,17.91135,18.00329,17.97367,17.51626,17.6783,0.1153701,QSO,BROADLINE
1237648704592805913,219.26717,0.11807156,17.91135,18.00329,17.97367,17.51626,17.6783,0.1153701,QSO,BROADLINE
1237648702982717444,220.44468,-1.2331569,18.4945,18.75424,19.14085,19.45928,19.80404,0.1418144,STAR,WD
1237648704056393818,220.43625,-0.27293646,19.41618,19.16467,19.06404,18.87051,18.68714,0.1052977,QSO,null
1237648702982455462,219.94843,-1.1019264,16.14307,16.51051,16.73526,16.71182,16.61466,0.1277276,STAR,M0
1237648703519260946,219.81875,-0.77530816,18.87202,18.57688,18.68262,18.54462,18.60146,0.1096392,QSO,BROADLINE
1237648702982127696,219.2091,-1.2078122,18.72313,18.52835,18.44606,18.19484,18.14358,0.1064541,QSO,BROADLINE
1237648704592806031,219.37403,0.19001084,18.11091,18.06104,18.41518,18.71736,19.07071,0.1231316,STAR,WD
1237648705666613307,219.46591,0.88191162,17.66757,17.52918,17.87731,18.14456,18.4166,0.1112039,STAR,WD
1237651735237361775,219.50433,1.1272966,17.55242,17.60653,17.98877,18.26377,18.63167,0.1098737,STAR,WD
1237648705129808058,219.66518,0.44107157,19.28383,19.03085,18.92267,18.87438,18.78757,0.1344976,QSO,BROADLINE
1237648705129807919,219.58196,0.47185273,18.56618,18.53605,18.39278,18.37899,18.39654,0.1283253,QSO,BROADLINE
1237648721784930386,219.5524,0.27822772,18.87902,19.10369,19.5197,19.80342,20.03567,0.1262783,STAR,A0p
1237648704593068065,219.88288,0.081182802,18.09575,17.95755,17.83046,17.76631,17.77775,0.124067,QSO,BROADLINE
1237648705666744441,219.8235,1.0474573,16.41306,16.38855,16.77256,17.05791,17.34721,0.1130932,STAR,B6
