objid,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,extinction_r,class,subClass
1237657242971275342,142.64614,46.735677,18.92545,18.69653,18.61234,18.45378,18.30086,0.04235394,QSO,BROADLINE
1237657776620896427,145.2451,46.404433,19.37428,19.16031,18.99232,18.89062,18.89167,0.03177934,QSO,null
1237657589238464537,145.93838,46.865187,18.34491,18.34328,18.05308,17.96369,17.96103,0.03143063,QSO,BROADLINE
1237657589774876804,144.36955,46.609104,19.27245,19.09104,19.1096,18.96074,18.80913,0.02942696,QSO,BROADLINE
1237657589775335463,145.5815,47.23445,18.81992,18.60601,18.92772,19.16321,19.4151,0.02841299,STAR,WD
1237657589775335557,145.63301,47.189275,19.10054,19.06636,19.06489,18.7751,18.67879,0.03224853,QSO,BROADLINE
1237657400273600524,143.945,46.033625,18.73666,18.6742,18.60414,18.76882,18.76326,0.03724205,QSO,BROADLINE
1237657400273666094,144.18043,46.101568,18.86668,18.58299,18.57068,18.52132,18.28011,0.03226776,QSO,BROADLINE
1237657589775270021,145.31328,47.203675,18.94294,18.81012,18.71981,18.50931,18.53529,0.03986914,QSO,BROADLINE
1237657241898254401,145.21622,46.86724,19.06423,18.88636,18.78306,18.91491,18.75789,0.03128163,QSO,BROADLINE
1237657400810406105,143.67382,46.291908,19.32252,19.16553,19.05789,18.88445,18.97541,0.03037922,QSO,BROADLINE
1237657242435059825,144.65651,47.16719,19.28308,19.11689,19.09254,18.92622,18.92849,0.02383203,QSO,null
1237657242971603125,143.53719,47.078239,18.99842,19.12157,19.21558,18.9981,18.96207,0.0340328,QSO,BROADLINE
1237657400810274854,143.26458,46.077813,18.29584,18.32355,17.96951,17.94909,18.0419,0.04411618,QSO,BROADLINE
1237651495760035961,124.39055,49.539221,19.14012,19.0304,18.92863,18.69664,18.64209,0.1353647,QSO,BROADLINE
1237651272959328299,124.21609,49.893009,18.0165,18.01314,17.78537,17.34246,17.35451,0.1328034,QSO,AGN BROADLINE
1237651495223164979,124.76075,49.320128,18.54817,18.34029,18.26865,18.12316,18.12973,0.1347119,QSO,BROADLINE
1237651495223164979,124.76075,49.320128,18.54817,18.34029,18.26865,18.12316,18.12973,0.1347119,QSO,BROADLINE
1237653589021360154,125.68701,46.055028,18.98105,18.76497,18.73249,18.71203,18.24238,0.1010886,QSO,BROADLINE
1237654392180179045,125.43863,45.989836,16.88428,17.25506,17.49814,17.60696,17.6993,0.1096671,STAR,O
1237651250409111578,124.90193,46.192686,18.66423,18.49168,18.36299,18.33655,18.39192,0.1330994,QSO,BROADLINE
1237654392179785932,124.65024,45.272505,19.27325,19.1827,18.9816,18.97718,18.95988,0.1430758,QSO,BROADLINE
1237651250408915101,124.70306,45.814221,19.21562,19.11508,18.90284,18.7527,18.90084,0.1129857,QSO,BROADLINE
1237651190817751104,124.17351,45.69112,18.82905,18.8425,18.70469,18.48774,18.24539,0.1589383,QSO,BROADLINE
1237651252019527743,123.20665,46.514102,18.47366,18.37445,18.1614,18.21668,17.75797,0.1271585,QSO,STARBURST BROADLINE
1237651191891492951,123.09582,46.2581,17.61289,17.50292,17.43099,17.48027,16.87916,0.1433156,QSO,BROADLINE
1237651251482525772,123.41411,46.061485,18.50066,18.33099,18.20759,17.97941,17.74692,0.1487487,QSO,BROADLINE
1237651192429019306,124.0649,47.589116,19.41586,19.11712,19.13258,18.91446,18.55276,0.210859,QSO,BROADLINE
1237651252557054042,124.03296,48.063811,14.93097,14.99572,15.36617,15.67279,15.88859,0.1674442,STAR,A0p
1237651190281797748,126.45645,47.17439,17.94776,17.90833,17.606,17.14274,17.02921,0.08939137,QSO,AGN BROADLINE
1237651190818734190,126.21303,47.539275,19.0682,19.02249,18.77507,18.65758,18.09109,0.1013596,QSO,STARBURST BROADLINE
1237651190281928765,126.71716,47.348508,18.53552,18.61902,18.9782,19.27256,19.69194,0.09772307,STAR,WD
1237651271886373166,127.15163,50.807401,19.40201,19.19568,19.01228,19.05192,19.09216,0.119999,QSO,BROADLINE
1237651271886241881,126.65773,50.565926,19.2939,18.99582,18.98262,19.04543,19.15177,0.1192787,QSO,null
1237651495760560257,125.47426,50.522363,18.2124,17.97174,17.8157,17.66003,17.49371,0.1332739,QSO,BROADLINE
1237651496297300154,124.53789,50.628818,19.15265,19.09445,18.99175,18.72958,18.67422,0.1209313,QSO,BROADLINE
1237652630712549388,7.7269773,-9.4563869,18.14119,18.16269,18.51672,18.78784,19.02162,0.08863122,STAR,WD
1237652901825282128,7.9372259,-9.1056028,18.68037,18.50507,18.37868,18.52775,18.39441,0.09944598,QSO,BROADLINE
1237652946919620637,10.661111,-10.442521,18.20092,18.35032,18.73319,19.04404,19.33915,0.08548659,STAR,WD
1237652946919424023,10.155112,-10.587105,18.82464,18.80752,18.62387,18.69091,18.74879,0.08927527,QSO,BROADLINE
1237652900752654338,10.456855,-9.7847332,17.4001,17.11293,17.13909,16.96843,16.99921,0.09501706,QSO,BROADLINE
1237652900752654462,10.484064,-9.8166328,18.92904,18.8157,18.56046,18.52655,18.68109,0.09409785,QSO,BROADLINE
1237652947456295050,10.148639,-9.9712408,18.94066,19.12124,18.74625,18.71382,18.75674,0.08690286,QSO,BROADLINE
1237652946382159911,9.3345547,-11.006676,18.85898,18.65284,18.50856,18.29793,18.30663,0.07395201,QSO,BROADLINE
1237652946382225580,9.488409,-10.869085,19.25279,19.15804,18.99289,19.03458,18.93215,0.07432066,QSO,BROADLINE
1237652900752261170,9.6777733,-9.7868711,17.6871,17.53996,17.3905,17.25416,17.09132,0.1000791,QSO,BROADLINE
1237652947456098389,9.7903443,-10.11085,18.75656,18.6021,18.48039,18.14544,18.02773,0.0957935,QSO,BROADLINE
1237652901825806357,9.1087744,-9.0039621,18.38782,18.30318,18.13603,18.186,18.14818,0.1016875,QSO,BROADLINE
1237652630713270310,9.4929792,-9.3951878,17.95716,17.7799,17.70203,17.58862,17.65834,0.08479368,QSO,BROADLINE
1237652630713335816,9.5701791,-9.4255452,18.56464,18.50988,18.31089,18.37914,18.41052,0.08856365,QSO,BROADLINE
1237652947992838252,9.4738709,-9.5588395,19.08535,18.877,18.93563,18.92883,18.53538,0.0862763,QSO,BROADLINE
1237652948529840258,9.764931,-9.2700423,18.9499,18.96006,18.76805,18.68835,18.62286,0.09168606,QSO,BROADLINE
1237652630713335902,9.6895145,-9.4804298,19.12409,19.07481,18.93458,18.87978,18.85253,0.09408077,QSO,BROADLINE
1237652948530298888,10.728052,-9.1856632,18.40945,18.35385,18.71547,18.99899,19.31902,0.09713418,STAR,WD
1237652629640839172,12.478039,-10.196102,18.87177,18.77633,18.61672,18.53367,18.48974,0.09200415,QSO,BROADLINE
1237652947457474678,12.934816,-10.097074,19.25815,19.17851,18.92494,18.90042,18.98815,0.08050638,QSO,BROADLINE
1237652629640642613,12.102093,-10.286167,18.63097,18.41498,18.35348,18.34527,18.27571,0.09480653,QSO,BROADLINE
1237652629103771759,12.085444,-10.730043,19.10452,18.922,18.75799,18.78142,18.84155,0.07962162,QSO,BROADLINE
1237652629103640680,11.719441,-10.592896,19.31392,19.08941,18.98427,18.74057,18.80478,0.08251103,QSO,BROADLINE
1237652947457016014,11.854043,-9.9839157,19.23463,19.075,18.94869,18.67124,18.75119,0.08617817,QSO,BROADLINE
1237652900752916638,11.181952,-9.7734209,19.21035,19.1705,19.00343,18.84262,18.66245,0.1039338,QSO,BROADLINE
1237652946919882766,11.208089,-10.498897,17.86916,17.69067,17.63133,17.49567,17.51172,0.08752925,QSO,BROADLINE
1237652629103247448,10.851988,-10.656181,19.13235,18.95236,18.95132,18.73246,18.83146,0.09141701,QSO,BROADLINE
1237652629103116341,10.592888,-10.628805,16.7092,16.46362,16.44709,16.4046,16.25866,0.08108434,QSO,BROADLINE
1237652949067628556,11.802404,-8.725203,18.71419,18.49107,18.54938,18.41045,18.24055,0.08985502,QSO,BROADLINE
1237652630713860270,10.877952,-9.5046523,19.30698,19.04657,18.93678,18.79338,18.5516,0.1061476,QSO,BROADLINE
1237652901826986127,11.930898,-9.0837452,18.82517,18.76044,18.62842,18.27554,18.16554,0.08981219,QSO,BROADLINE
1237652948530823216,12.046511,-9.1181125,18.53362,18.40172,18.27602,18.01007,17.91047,0.08854152,QSO,BROADLINE
1237652947994083337,12.252007,-9.7008447,18.6086,18.69337,19.01864,19.24076,19.50746,0.08483514,STAR,OB
1237652901827379368,12.813015,-9.0356863,19.00138,18.98016,18.60576,18.55215,18.60107,0.09616612,QSO,null
1237652630714712181,12.770348,-9.3768811,19.02214,18.79,18.6734,18.49553,18.69363,0.0914151,QSO,BROADLINE
1237652629641625604,14.286963,-10.162206,18.83958,18.6014,18.52288,18.29123,18.32938,0.1003336,QSO,BROADLINE
1237652629641429016,13.91715,-10.111944,18.14172,18.5824,18.96346,19.10291,19.11866,0.100822,QSO,null
1237652629104230507,13.084318,-10.537049,18.8924,18.68233,18.63454,18.48147,18.50537,0.090658,QSO,BROADLINE
1237652947994017855,12.113832,-9.5738884,19.27786,19.12045,18.89811,18.8319,18.80178,0.08421052,QSO,BROADLINE
1237652947994476610,13.136755,-9.4840514,19.20781,19.02585,18.813,18.56928,18.50324,0.09267674,QSO,BROADLINE
1237652949068546105,13.949069,-8.7520243,15.53262,15.87348,16.26139,16.58194,16.86724,0.2219519,STAR,B9
1237652901828034681,14.314561,-8.9570832,19.18513,19.08804,18.94557,18.72653,18.56392,0.1633955,QSO,BROADLINE
1237652946921652277,15.424878,-10.374695,18.7904,18.77105,18.50666,18.50745,18.55871,0.07678556,QSO,BROADLINE
1237652629641560084,14.194581,-10.160519,18.81778,18.8619,18.64285,18.59054,18.67964,0.1021233,QSO,BROADLINE
1237652947994804277,13.985586,-9.5961582,18.15292,18.18678,18.5042,18.74707,19.11809,0.1142904,STAR,WD
1237652949068873865,14.740135,-8.7910808,18.97405,18.80719,18.6156,18.55397,18.59789,0.1542323,QSO,BROADLINE
1237652949068939301,14.892121,-8.7203282,18.48788,18.31717,18.16885,18.05128,17.766,0.153837,QSO,BROADLINE
1237652901828296749,14.850328,-8.9944445,18.97085,18.7195,18.58388,18.35574,18.21603,0.1142184,QSO,BROADLINE
1237652947995000862,14.371355,-9.5495666,18.59364,18.35496,18.33142,18.1285,18.13121,0.1224216,QSO,BROADLINE
1237652949069201465,15.484645,-8.7338179,18.33987,18.20813,17.95142,18.02209,17.94668,0.148521,QSO,BROADLINE
1237663784748646406,32.818074,0.52458023,18.73173,18.54007,18.53825,18.67543,18.77186,0.08017743,GALAXY,null
1237663784748711951,32.949854,0.50650714,18.15365,17.97979,17.93769,17.70014,17.6373,0.08392296,QSO,BROADLINE
1237666408456781962,32.847398,0.3331918,19.29103,19.03423,19.14707,18.89506,18.68791,0.08587192,QSO,BROADLINE
1237657071698640999,33.499076,0.70743881,17.55762,17.59128,17.31342,16.88864,17.15946,0.08824812,QSO,STARBURST BROADLINE
1237663784749039701,33.77343,0.45758609,18.78174,18.79737,18.70264,18.5607,18.34993,0.08725335,QSO,BROADLINE
1237666408457240578,33.821286,0.24458955,17.85379,17.74466,18.11974,18.40291,18.71939,0.09418406,STAR,WD
1237678617432752138,34.039708,1.025111,18.88879,18.70142,18.85323,18.72345,18.61535,0.100277,QSO,BROADLINE
1237663784749498409,34.749436,0.48217046,18.2747,18.18988,18.07423,18.02627,17.62277,0.1137172,QSO,BROADLINE
1237663784213545037,36.925976,0.098814835,18.66244,18.67537,19.06682,19.33698,19.55584,0.08276265,STAR,WD
1237663784213545037,36.925976,0.098814835,18.66244,18.67537,19.06682,19.33698,19.55584,0.08276265,STAR,WD
1237663784213545037,36.925976,0.098814835,18.66244,18.67537,19.06682,19.33698,19.55584,0.08276265,STAR,WD
1237663784213545037,36.925976,0.098814835,18.66244,18.67537,19.06682,19.33698,19.55584,0.08276265,STAR,WD
1237663784213545037,36.925976,0.098814835,18.66244,18.67537,19.06682,19.33698,19.55584,0.08276265,STAR,WD
1237663783139475501,36.125655,-0.69197313,19.32628,19.09356,19.09424,18.94372,18.9746,0.09280588,QSO,BROADLINE
1237663783139475501,36.125655,-0.69197313,19.32628,19.09356,19.09424,18.94372,18.9746,0.09280588,QSO,BROADLINE
1237663783139475501,36.125655,-0.69197313,19.32628,19.09356,19.09424,18.94372,18.9746,0.09280588,QSO,BROADLINE
1237663783139475501,36.125655,-0.69197313,19.32628,19.09356,19.09424,18.94372,18.9746,0.09280588,QSO,BROADLINE
1237663783139475501,36.125655,-0.69197313,19.32628,19.09356,19.09424,18.94372,18.9746,0.09280588,QSO,BROADLINE
1237651823249326314,223.02632,4.4537315,19.24778,19.04296,18.94524,18.78182,18.63563,0.1154732,QSO,BROADLINE
1237651823249326314,223.02632,4.4537315,19.24778,19.04296,18.94524,18.78182,18.63563,0.1154732,QSO,BROADLINE
1237651822712651803,223.47272,4.0233572,18.9806,18.80108,18.64196,18.46556,18.23388,0.1094359,QSO,BROADLINE
1237651822712651803,223.47272,4.0233572,18.9806,18.80108,18.64196,18.46556,18.23388,0.1094359,QSO,null
1237654880740835337,223.60856,4.1244041,18.94104,18.66259,18.67916,18.50117,18.3563,0.1155241,QSO,BROADLINE
1237654880740835337,223.60856,4.1244041,18.94104,18.66259,18.67916,18.50117,18.3563,0.1155241,QSO,BROADLINE
1237654881277771821,223.80988,4.6981708,18.93772,19.06459,19.34447,19.5765,19.89873,0.1025462,STAR,OB
1237654881277771821,223.80988,4.6981708,18.93772,19.06459,19.34447,19.5765,19.89873,0.1025462,STAR,OB
1237654880205209622,226.48565,3.7073082,15.72009,15.50425,15.36188,15.12343,14.8719,0.1255112,QSO,BROADLINE
1237654879668142146,226.06216,3.2048533,18.20864,18.23921,18.0813,18.08907,18.15685,0.1447081,QSO,BROADLINE
1237654880205078540,226.2086,3.6889394,18.92781,18.8508,18.82352,18.62397,18.53631,0.1249122,QSO,BROADLINE
1237651821639696549,225.21243,3.0679813,19.01281,18.87771,18.80878,18.5825,18.54882,0.1334911,QSO,BROADLINE
1237655470207991962,224.92314,2.8787798,19.31004,19.19384,18.98013,19.08397,19.04942,0.1430172,QSO,BROADLINE
1237651822176436284,224.95918,3.5042535,18.95902,18.91664,18.68036,18.68275,18.83433,0.1538485,QSO,BROADLINE
1237654879130746909,224.79013,2.9922856,19.1278,18.98692,18.78654,18.77612,18.81917,0.1429034,QSO,BROADLINE
1237654879667486748,224.4858,3.2515353,19.17091,19.13428,19.01656,19.14141,19.05534,0.1256654,QSO,BROADLINE
1237662266462044390,224.61894,4.8069329,18.43287,18.2714,18.24893,18.08521,18.09179,0.1166845,QSO,BROADLINE
1237654880741294169,224.80828,4.1962628,17.88875,17.8432,18.18298,18.46614,18.80387,0.1482631,STAR,WD
1237654880741490780,225.21131,4.0750038,17.73025,17.8749,18.25948,18.55905,18.79681,0.1201603,STAR,WD
1237654880741490816,225.23436,4.0696568,18.26442,18.1115,17.96233,18.02614,18.1041,0.1191938,QSO,BROADLINE
1237654880741425230,225.02246,4.0968671,19.14785,18.99459,18.77126,18.73971,18.62093,0.1243783,QSO,null
1237651823250440462,225.67739,4.4100954,19.01053,18.96333,18.63642,18.62321,18.74521,0.1239315,QSO,BROADLINE
1237654880741556454,225.32825,4.037548,19.44117,19.19443,19.11478,18.97515,18.97904,0.1167527,QSO,BROADLINE
1237651822713700652,225.93478,3.8644389,19.03266,18.90982,18.86929,18.53763,18.49416,0.1486023,QSO,BROADLINE
1237651822713766003,226.05534,3.9026082,18.50603,18.36765,18.21933,18.3625,18.34661,0.1489575,QSO,BROADLINE
1237651822177681442,227.7667,3.2580817,17.90112,17.90503,17.63644,17.16381,17.19109,0.1218269,QSO,BROADLINE
1237655470209106036,227.53243,2.7753653,19.0159,18.92723,18.72722,18.69255,18.03553,0.1180533,QSO,STARBURST BROADLINE
1237654879668731946,227.34037,3.0813176,17.69548,17.48663,17.31216,17.0753,17.03408,0.1247757,QSO,BROADLINE
1237651821640548474,227.13534,2.9495745,18.97895,18.98188,18.74395,18.57234,18.46601,0.1175748,QSO,BROADLINE
1237654880205471796,227.1876,3.6719359,19.1178,19.01987,18.76206,18.71688,18.75091,0.1159893,QSO,BROADLINE
1237651823251226763,227.34578,4.139868,19.15847,18.92058,18.76184,18.63618,18.18675,0.1139104,QSO,STARBURST BROADLINE
1237651822714421367,227.52816,3.819109,17.1194,17.0149,16.96935,17.07773,17.04272,0.1089238,QSO,BROADLINE
1237651823251357732,227.67523,4.1654212,16.53674,16.84971,17.25091,17.49764,17.69082,0.1082802,STAR,B9
1237655470210351166,230.31904,2.6490153,18.66475,18.55635,18.38887,18.17284,18.18553,0.09919367,QSO,BROADLINE
1237654879669846091,229.95331,3.0659132,18.64,18.67595,18.5925,18.3444,18.29677,0.1234445,QSO,BROADLINE
1237654879669977124,230.19964,2.961617,18.83145,18.7234,18.65135,18.47225,18.33031,0.1191886,QSO,BROADLINE
1237655742409932903,228.77137,4.1700464,18.62489,18.56797,18.37756,18.42086,18.55103,0.1118061,QSO,BROADLINE
1237655742410260572,229.53533,4.1788185,15.15526,15.23706,15.46345,15.58601,15.65092,0.128705,STAR,B9
1237655742410260574,229.5335,4.1507594,18.85336,18.70859,18.71512,18.51353,18.43805,0.1279728,QSO,BROADLINE
1237651822179320025,231.52589,3.1629598,19.07479,19.01864,18.88885,18.73393,18.52363,0.132016,QSO,BROADLINE
1237651822179189075,231.25835,3.1369345,19.28627,18.99524,18.99516,18.8867,18.86076,0.1306616,QSO,BROADLINE
1237651822179189014,231.2227,3.1608892,19.12364,19.11899,19.06751,18.75776,18.66055,0.1304912,QSO,BROADLINE
1237654880207044636,230.68332,3.4555099,19.00844,18.99746,18.86788,18.65193,18.43497,0.1261204,QSO,BROADLINE
1237655124474396767,189.1426,4.3421697,19.13875,18.93067,18.78802,18.58144,18.53952,0.08156385,QSO,BROADLINE
1237654879652020339,189.07598,4.376701,19.38103,19.18078,19.15584,19.05541,18.78628,0.07992236,QSO,BROADLINE
1237654880188825624,189.04098,4.9645863,18.79211,18.79978,18.85486,18.62139,18.58501,0.06443145,QSO,BROADLINE
1237654880725565465,188.67574,5.35742,17.53784,17.26102,17.18368,16.99973,17.02971,0.06429249,QSO,BROADLINE
1237654881799634950,189.38625,6.0584295,19.09999,18.86308,19.12486,19.40544,19.71894,0.05999281,STAR,WD
1237655126085206060,189.53607,5.5550591,16.91269,17.32902,17.83,18.16827,18.46503,0.06467912,STAR,O
1237654881262829631,189.6743,5.6557692,19.20343,19.11056,19.21012,19.07688,19.06324,0.06413511,QSO,BROADLINE
1237671765325840510,190.67494,5.5407466,19.31477,19.16823,19.34306,19.58795,19.72105,0.06444431,STAR,WD
1237655125013102614,193.28765,4.5482918,18.99917,18.72025,18.61386,18.33505,18.27862,0.1114276,QSO,BROADLINE
1237654879653855271,193.31007,4.4631437,18.3046,18.56425,18.61976,22.38079,22.82669,0.1108563,GALAXY,STARBURST
1237671264961560655,192.49899,3.9573933,16.28673,16.56368,16.61846,16.23593,15.96842,0.09774296,STAR,M2
1237652899687956694,31.577094,-9.7411339,19.10669,19.04999,18.91088,19.02465,19.1656,0.06250723,QSO,BROADLINE
1237670956254363742,31.416566,-9.1307316,17.16706,17.15755,17.0175,16.54199,16.67577,0.06266269,QSO,BROADLINE
1237652901298765954,31.852858,-8.3180025,19.39167,19.15258,19.03232,18.8099,18.91619,0.05937058,QSO,BROADLINE
1237670956254429296,31.504547,-9.0703366,18.97314,18.95542,18.74263,18.71487,18.70325,0.06362483,QSO,BROADLINE
1237679338957045791,32.410677,-7.6336701,18.62796,18.41554,18.23653,18.03584,17.96,0.06406826,QSO,BROADLINE
1237652901835833447,32.273754,-7.9835831,19.43257,19.16458,19.24771,19.0144,18.60722,0.06263163,QSO,BROADLINE
1237652900761895008,31.87074,-8.8544311,18.99046,18.94997,18.83359,18.84114,18.9953,0.0528659,QSO,BROADLINE
1237652901298962451,32.261928,-8.425517,18.83755,18.62981,18.56057,18.49659,18.39782,0.058153,QSO,BROADLINE
1237652900762026146,32.258374,-8.7366382,19.38544,19.18586,19.16202,19.04129,19.06547,0.06360945,QSO,BROADLINE
1237670956254953572,32.744286,-9.0363434,19.4089,19.11875,19.24039,18.68698,18.06044,0.06087895,STAR,M3
1237670956254953484,32.650946,-8.9305331,18.89006,18.7317,19.06984,19.36717,19.61541,0.05960005,STAR,WD
1237652901836095590,32.924759,-7.9812544,18.88414,18.85633,18.83841,18.64167,18.49404,0.06182342,QSO,BROADLINE
1237652901299159117,32.839714,-8.3286347,18.37572,18.26859,18.20005,17.93082,17.86592,0.05810232,QSO,BROADLINE
1237679338957307931,33.076347,-7.6221464,17.66828,17.64203,17.56496,17.20279,17.25159,0.07205956,QSO,BROADLINE
1237670957328892008,33.138021,-8.1977586,19.2427,19.18128,18.9082,18.89479,18.96541,0.06187303,QSO,BROADLINE
1237652900762484836,33.29631,-8.7250129,19.00819,18.74284,18.71802,18.59459,18.32678,0.05935048,QSO,BROADLINE
1237679437740048421,33.355181,-7.7529923,18.90409,18.73345,18.65345,18.45649,18.41613,0.07095826,QSO,BROADLINE
1237670957329023036,33.41292,-8.0911956,18.42536,18.41588,18.10031,18.15222,18.30086,0.07598475,QSO,BROADLINE
1237652899689922621,36.071533,-9.4303723,18.0432,18.00487,17.95077,18.10008,17.54355,0.06334499,QSO,BROADLINE
1237652900226596980,35.606178,-9.0495943,19.2033,19.03398,18.81589,18.56042,18.4621,0.070671,QSO,BROADLINE
1237653500968829096,35.513518,-9.2587901,19.36016,19.16328,19.15367,18.96777,18.82919,0.06495534,QSO,BROADLINE
1237673701277958148,35.106447,-9.8020993,18.51136,18.37619,18.17107,18.26357,18.34991,0.07271226,QSO,BROADLINE
1237653500431695931,34.894091,-9.6684538,18.90677,18.64778,18.57514,18.39083,18.48857,0.07426988,QSO,BROADLINE
1237652900226334827,35.006476,-8.9911225,19.45883,19.18972,19.2171,19.05371,18.85306,0.07799508,QSO,BROADLINE
1237652899689267269,34.575592,-9.3648733,18.46869,18.35568,18.21334,17.94143,17.85961,0.06920531,QSO,BROADLINE
1237652899689070688,34.143416,-9.5845136,19.0615,18.98948,18.80987,18.69498,18.54785,0.06587156,QSO,BROADLINE
1237670955181867149,34.364957,-9.6745606,19.05479,18.88995,18.78964,18.63223,18.76191,0.0632766,QSO,null
1237670956255412296,33.826267,-8.9097568,18.49033,18.40975,18.2586,18.33015,18.4179,0.07384586,QSO,BROADLINE
1237652899152199736,34.071285,-9.9202934,15.27872,15.60727,16.08479,16.43018,16.75177,0.07232142,STAR,B6
1237652900225745062,33.635191,-9.1586507,19.46297,19.19349,19.18654,19.06936,18.8278,0.065789,QSO,BROADLINE
1237670956255215636,33.348191,-8.9701528,17.98239,17.80829,17.73235,17.5565,17.5804,0.06163528,QSO,BROADLINE
1237679338957701258,33.945651,-7.5408015,19.43971,19.17897,19.1155,19.22196,19.39426,0.07145271,QSO,null
1237679437740244995,33.804265,-7.8410496,18.85247,19.03974,18.77821,18.51143,18.42805,0.08583248,QSO,BROADLINE
1237652900763205634,34.862608,-8.6591758,18.93836,18.83855,18.66695,18.71045,18.65325,0.07749157,QSO,BROADLINE
1237653472514080829,34.9448,-7.9756835,19.16106,19.13235,18.95911,18.9686,19.08408,0.06663024,QSO,BROADLINE
1237652901300076589,34.871353,-8.086412,18.36289,18.25844,18.07532,17.54461,17.53603,0.06775146,QSO,BROADLINE
1237679338958225419,35.060724,-7.4831078,17.85698,17.91492,17.71139,17.18742,17.3063,0.06403238,QSO,STARBURST BROADLINE
1237652901300273206,35.29724,-8.2191092,19.25359,19.07127,18.9416,18.66506,18.48288,0.0842998,QSO,BROADLINE
1237679338958290985,35.254422,-7.4413488,18.71491,18.65141,18.50303,18.27213,18.25957,0.07141981,QSO,BROADLINE
1237652901300207745,35.201237,-8.090327,19.33624,19.09535,18.96728,18.91742,18.65166,0.06956236,QSO,BROADLINE
1237653501505699884,35.447058,-8.7099975,18.55423,18.40863,18.48284,18.65498,18.82714,0.06951424,QSO,null
1237679338958356654,35.488295,-7.4861847,19.25443,19.19658,19.01765,18.84078,18.33189,0.07608917,QSO,BROADLINE
1237653472514277402,35.418778,-7.8333028,18.99826,18.98398,18.66647,18.56749,18.56636,0.08295111,QSO,BROADLINE
1237655472358948889,250.18932,37.742862,19.0443,18.76945,18.84978,18.82905,18.74081,0.03895855,QSO,BROADLINE
1237655472359014452,250.21457,37.448282,19.10759,18.84184,18.71828,18.63352,18.48273,0.04926355,QSO,BROADLINE
1237655472358555761,249.57287,38.380536,17.25064,17.14716,17.17207,17.27157,16.84283,0.02441214,QSO,BROADLINE
1237655374111440904,250.52435,38.371709,18.32717,18.61815,19.06724,19.05771,18.92022,0.04394915,STAR,M4
1237655473432625187,250.85466,38.296011,19.22454,19.13495,19.14383,19.00258,18.81702,0.04791308,QSO,BROADLINE
1237655473432559631,250.70253,38.403107,18.02435,17.94486,18.27378,18.5643,18.84738,0.04573005,STAR,WD
1237655374648246764,250.94447,38.636931,19.21561,19.17528,19.1105,18.97789,18.90401,0.04729325,QSO,BROADLINE
1237655473969365141,251.07862,38.708529,17.95548,17.79397,18.14362,18.42726,18.68546,0.04704183,STAR,WD
1237655375184789583,250.72988,39.518123,17.27229,17.36269,17.80118,18.10715,18.467,0.04158865,STAR,WD
1237655473969102883,250.6684,39.292044,18.54041,18.6144,18.8676,19.07227,19.39759,0.03245213,STAR,OB
1237655501884686450,250.96253,39.40006,18.90971,18.86898,18.59449,18.65095,18.73625,0.03872158,QSO,BROADLINE
1237655501884751916,251.03064,39.268233,18.5197,18.47265,18.3316,18.3728,18.37444,0.03786085,QSO,BROADLINE
1237655375185248381,251.51722,38.620704,18.9135,18.63931,18.6547,18.51795,18.53301,0.03988875,QSO,BROADLINE
1237655473969365091,251.22966,38.826775,19.03235,18.84128,18.75907,18.82374,18.63958,0.04453672,QSO,BROADLINE
1237655473434263718,253.58781,35.196889,17.97518,17.82634,17.75508,17.63883,17.70624,0.04916679,QSO,BROADLINE
1237655473434263580,253.65654,35.307402,18.21488,18.11989,18.03628,18.09708,18.13545,0.04798711,QSO,BROADLINE
1237655374649753882,253.49546,35.888411,18.39072,18.18774,18.16404,18.15124,18.1902,0.0424218,QSO,BROADLINE
1237655472360521834,252.71287,34.719636,18.62498,18.46414,18.31558,18.18274,18.08395,0.05530036,QSO,BROADLINE
1237655472359801010,251.58406,36.017,18.98497,18.69009,18.79288,18.6542,18.54181,0.05657984,QSO,BROADLINE
1237659327105335325,251.87872,36.017126,18.79766,18.53386,18.5298,18.6375,18.59593,0.04681062,QSO,BROADLINE
1237655472359604438,251.39757,36.453412,18.45883,18.37835,18.40184,18.1713,18.08744,0.05471598,QSO,BROADLINE
1237655473433346252,252.03999,36.86349,18.63428,18.44012,18.52485,18.43943,18.23055,0.06585424,QSO,BROADLINE
1237655472896606369,251.8698,36.387667,19.13907,19.10413,19.0042,18.91717,18.76796,0.04890942,QSO,BROADLINE
1237655472896737653,252.02318,36.140322,19.36276,19.0837,19.14688,19.02539,19.11075,0.05140806,QSO,BROADLINE
1237655473970020599,252.35447,37.504313,19.13367,19.03928,18.907,19.01078,18.91799,0.06597058,QSO,BROADLINE
1237655374649425982,252.71487,36.456614,18.31497,18.0407,18.1608,17.99049,18.0523,0.04317074,QSO,BROADLINE
1237655473433673775,252.64346,36.359615,18.18648,18.10246,17.92815,18.02978,18.13213,0.04107938,QSO,BROADLINE
1237655128768774425,253.09962,37.48873,18.57173,18.29972,18.24475,18.07757,18.02956,0.04916225,QSO,BROADLINE
1237655502422671575,253.19206,37.445655,18.84409,18.74147,18.80692,18.59532,18.66016,0.04764651,QSO,BROADLINE
1237655368747057178,165.69837,60.164423,19.32527,19.16501,19.1526,18.89999,18.9294,0.01790774,QSO,BROADLINE
