objid,name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g,distance
1237661465453527170,SDSS J161941.07+294353.51,244.9211,29.73153,18.76,0.01,DB,18627,146,7.789,0.00230367665228358
1237662499473850470,SDSS J163351.20+294504.43,248.4633,29.75123,18.25,0.02,DA,25570,275,7.921,0.000265912074742076
1237662307272294426,SDSS J155042.00+294523.51,237.675,29.75653,16.15,0.02,sdB,31266,194,5.39,0.00248746567138458
1237659325497671946,SDSS J170158.22+294639.18,255.4926,29.77755,18.55,0.02,DA,39471,399,8.029,0.000646983137304293
1237662301374906495,SDSS J163146.80+294643.46,247.945,29.77874,18.83,0.02,DBA+M,15300,117,7.901,0.0075905486388632
1237667254548037679,SDSS J113040.12+294844.69,172.6672,29.81241,18.57,0.01,DC:,13072,1000,8.582,0.000952423713840057
1237665127482392595,SDSS J143011.03+295220.60,217.546,29.87239,17.15,0.02,DA,17944,88,8.062,0.00145942820180645
1237659152609575136,SDSS J163845.11+295437.22,249.688,29.91034,18.78,0.01,A/DAZ,30161,376,5.105,0.000645316916754369
1237662337867776035,SDSS J161921.70+295506.02,244.8404,29.91834,16.64,0.02,DAO,34544,118,5.69,0.00182454194024709
1237665354543923227,SDSS J162425.01+295511.86,246.1042,29.91996,17.95,0.01,DB,22247,606,7.767,0.00363723305086486
1237661464916262986,SDSS J161505.25+295512.94,243.7719,29.92026,18.5,0.01,DA,23312,231,8.178,0.00244044971514854
1237660765910990909,SDSS J083345.75+295748.38,128.4406,29.96344,18.25,0.02,DA,41648,437,8.151,0.000886772450220375
1237655472900014146,SDSS J170822.67+300136.19,257.0945,30.02672,15.68,0.01,sdO,36522,106,5.89,0.00293944954625085
1237664852574011394,SDSS J145634.65+300450.92,224.1444,30.08081,16.54,0.02,DAB,25012,149,5,0.00120241143920817
1237665355080859728,SDSS J162236.13+300454.48,245.6505,30.0818,16.89,0.02,DQ,16600,300,8.5,0.0177909656154241
1237662337330577678,SDSS J161615.52+300531.42,244.0647,30.09206,18.82,0.02,DAB,22281,355,5,0.00147056351155962
1237657775536406589,SDSS J080453.74+301607.21,121.2239,30.26867,17.31,0.02,He-sdO,50000,50,7,0.000972473812556949
1237662337867514022,SDSS J161756.83+301751.79,244.4868,30.29772,18.27,0.02,DB,17200,84,8.004,0.00346806192664221
1237665127481606172,SDSS J142202.49+301806.91,215.5104,30.30192,18.68,0.02,DA,16927,191,7.918,0.00489514868137679
1237659153683447987,SDSS J164235.83+301900.37,250.6493,30.31677,18.99,0.01,DA,31519,211,7.418,0.00125563894737877
1237661465990135921,SDSS J161820.35+301953.71,244.5848,30.33159,17.93,0.01,DC,11855,1000,9,0.00455430522282952
1237667254552297517,SDSS J121600.21+302328.82,184.0009,30.39134,18.71,0.01,DB:,13377,1000,7.355,0.000966707677041435
1237665355081056291,SDSS J162301.57+303040.18,245.7565,30.51116,17.88,0.01,DA,18372,171,7.87,0.0188654946604338
1237662500010459203,SDSS J163338.87+303041.90,248.412,30.51164,18.24,0.02,DA,19817,206,7.246,0.00320249059224115
1237659154220318927,SDSS J164407.41+303143.07,251.0309,30.52863,17.7,0.02,DA,27325,129,8.136,0.00297289117361673
1237665356154798232,SDSS J161916.26+303419.27,244.8177,30.57202,17.69,0.01,DA,16916,89,8.052,0.00325682022909445
1237662500010328170,SDSS J163212.23+303630.24,248.051,30.6084,18.84,0.02,A/sdB,33474,381,5.793,0.00110352902113987
1237659119874343020,SDSS J164250.03+303716.25,250.7085,30.62118,18.81,0.02,DA,11336,35,8.099,0.00518460831533332
1237665103286698035,SDSS J143826.83+304310.56,219.6118,30.7196,18.61,0.03,DA,19004,178,8.046,0.00406081637513876
1237662337330053182,SDSS J161057.21+304617.98,242.7384,30.77166,17.32,0.02,DAB,24184,255,5,0.000867513694848892
1237660343392600254,SDSS J083446.91+304959.02,128.6955,30.83306,18.96,0.02,DAH:,18221,343,7.05,0.00443124464537219
1237662335718653956,SDSS J160045.66+305539.17,240.1902,30.92755,18.74,0.01,DC,11472,1000,9,0.00320252128078777
1237657627897364638,SDSS J081640.05+305632.46,124.1669,30.94235,18.57,0.02,sdO,46353,347,7,0.00167235777613551
1237665129092939898,SDSS J143126.29+310112.14,217.8595,31.02004,17.66,0.02,DA,26794,145,8.127,0.000881328333707303
1237662618649362538,SDSS J154227.88+310601.84,235.6162,31.10051,17.3,0.02,He-sdO,50000,50,7,0.00203029456149617
1237654627323216064,SDSS J074107.27+310612.85,115.2803,31.10357,18.77,0.01,DA,19028,142,8.277,0.00192965493460323
1237665569839382709,SDSS J172602.97+310624.66,261.5124,31.10685,17.12,0.01,A/DAZ,31974,180,5.233,0.000826684972483623
1237662697030221891,SDSS J144743.53+310754.59,221.9314,31.13183,17.35,0.03,DA,17862,90,8.332,0.00159449610968511
