#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J090529.44+104257.38,136.37267,10.71594,18.85, 0.02,DBA, 15900,   86, 8.061
SDSS J161442.81+104618.62,243.67837,10.77184,15.84, 0.01,DA, 17616,   51, 8.024
SDSS J101325.39+104650.48,153.35579,10.78069,16.19, 0.02,DA, 28934,   78, 8.126
SDSS J144804.49+104709.10,222.01871,10.78586,18.81, 0.02,DZ,  7389,   36, 8.000
SDSS J141842.33+104908.29,214.67638,10.81897,16.23, 0.01,DAO,100000,  198, 6.820
SDSS J150011.99+105140.79,225.04996,10.86133,18.62, 0.02,DA, 20023,  162, 8.404
SDSS J115553.94+105255.20,178.97475,10.882,16.86, 0.02,DA+M3, 35740,  254, 7.960
SDSS J120715.23+105338.33,181.81346,10.89398,18.26, 0.02,DA, 19546,  130, 8.136
SDSS J113724.97+105445.00,174.35404,10.9125,18.89, 0.02,DA, 13473,  196, 8.520
SDSS J161507.08+105513.44,243.7795,10.9204,17.39, 0.02,He-sdO, 50000, 5000, 6.500
SDSS J134422.26+105654.28,206.09275,10.94841,17.24, 0.01,DA, 16274,   64, 8.169
SDSS J161109.13+105705.62,242.78804,10.95156,18.61, 0.02,DAO, 58537, 4419, 5.210
SDSS J144209.91+105733.77,220.54129,10.95938,17.56, 0.02,DAB:, 30939,  209, 5.480
SDSS J132331.18+105742.98,200.87992,10.96194,18.22, 0.03,DA, 21494,  155, 7.989
SDSS J155853.40+105819.24,239.7225,10.97201,18.44, 0.01,DC,  8664, 1000, 6.500
SDSS J145612.97+105847.64,224.05404,10.9799,18.01, 0.01,DA, 19315,  169, 8.127
SDSS J121437.44+105916.91,183.656,10.98803,19, 0.03,B/sdB, 32415,  382, 5.584
SDSS J134845.96+110008.82,207.1915,11.00245,18.74, 0.02,DAH:, 13451,  133, 9.990
SDSS J135106.66+110013.72,207.77775,11.00381,17.05, 0.03,DA, 24780,  122, 7.941
SDSS J075847.75+115806.31,119.69896,11.96842,18.65, 0.01,DAB/sdB, 23943,  318, 5.000
SDSS J110833.75+110252.55,167.14062,11.04793,17.92, 0.02,DA, 20013,  122, 8.122
SDSS J140555.56+110336.94,211.4815,11.06026,18.39, 0.01,DB, 16000,   89, 8.075
SDSS J153048.38+110721.07,232.70158,11.12252,17.23, 0.02,DA, 16557,   60, 8.119
SDSS J163723.86+111028.61,249.34942,11.17461,18.96, 0.01,DA,  5327, 1000, 8.000
SDSS J220117.41+111106.79,330.32254,11.18522,18.36, 0.02,DA, 16513,  123, 8.073
SDSS J090957.47+111111.29,137.48946,11.18647,18.83, 0.02,DB, 14797,  101, 8.160
SDSS J163826.29+111219.37,249.60954,11.20538,18.36, 0.01,sdO, 36531,  332, 5.684
SDSS J163555.13+111237.55,248.97971,11.21043,18.52, 0.01,DA, 38574,  391, 7.899
SDSS J160229.76+111330.97,240.624,11.22527,17.69, 0.02,He-sdB, 36869,10000, 5.000
SDSS J114251.75+111507.85,175.71562,11.25218,18.51, 0.04,DAO, 45570, 1978, 5.370
SDSS J150445.84+111641.09,226.191,11.27808,17.88, 0.01,DA, 19271,  106, 8.063
SDSS J111542.87+111651.17,168.92863,11.28088,16.73, 0.02,DA, 15487,   73, 8.149
SDSS J154418.59+111746.68,236.07746,11.2963,17.24, 0.01,DA, 17227,   77, 8.059
SDSS J123613.90+111833.98,189.05792,11.30944,17.87, 0.02,He-sdO, 70787, 4474, 5.550
SDSS J082659.83+111845.44,126.74929,11.31262,17.5, 0.01,DBA, 16900,   50, 7.912
SDSS J163511.64+111849.90,248.7985,11.31386,18.01, 0.05,DA, 31197,  109, 8.014
SDSS J133638.82+111949.40,204.16175,11.33039,17.04, 0.02,sdB, 28604,  179, 5.000
SDSS J104054.47+112023.75,160.22696,11.33993,18.83, 0.02,He-sdB, 46667,   43, 7.000
SDSS J220334.08+112203.58,330.892,11.36766,18.44, 0.01,sdB, 27647,  425, 5.570
SDSS J085934.17+112309.38,134.89237,11.38594,18.98, 0.02,DBAZ, 16145,   99, 8.137
SDSS J111304.31+112336.64,168.26796,11.39351,16.35, 0.02,DA, 18718,   63, 8.132
SDSS J075726.87+112416.13,119.36196,11.40448,18.32, 0.01,DA, 40438,  455, 8.337
SDSS J133653.99+112605.35,204.22496,11.43482,16.17, 0.02,DAO/sdO, 36548,  159, 5.460
SDSS J144700.58+112613.14,221.75242,11.43698,18.57, 0.01,DBA:, 10468,  163, 8.000
SDSS J083840.86+112616.08,129.67025,11.4378,18.48, 0.02,DA, 29117,  166, 7.906
SDSS J164108.82+112747.81,250.28675,11.46328,18.45, 0.01,DA, 11100,  200, 8.340
SDSS J161439.04+113049.14,243.66267,11.51365,17.17, 0.02,He-sdB, 44375,   36, 6.647
SDSS J120753.65+113121.15,181.97354,11.52254,18.88, 0.01,DC,  9847,  360, 7.125
SDSS J215839.65+113232.87,329.66521,11.54246,17.84, 0.01,DA, 18146,   80, 8.095
SDSS J140308.28+113255.43,210.7845,11.54873,17.29, 0.01,DA, 26058,  122, 8.123
SDSS J034822.29+113303.37,57.09287,11.55094,16.31, 0.00,He-sdO, 36009, 1000, 6.500
SDSS J125317.17+113458.14,193.32154,11.58282,18.38, 0.01,DC, 11151,  470, 8.936
SDSS J082332.09+113641.90,125.88371,11.61164,16.41, 0.02,DAB, 31169,  154, 5.550
SDSS J115632.07+113848.70,179.13362,11.64686,17.95, 0.03,DA, 20599,  145, 8.018
SDSS J102050.99+114024.28,155.21246,11.67341,17.86, 0.02,sdB, 24360,  542, 5.020
SDSS J121314.46+114049.94,183.31025,11.68054,17, 0.03,DA, 15455,  143, 8.814
SDSS J091528.38+114153.45,138.86825,11.69818,15.91, 0.02,He-sdO,100000,  397, 5.570
SDSS J114452.43+114222.36,176.21846,11.70621,17.34, 0.02,DA, 19306,   97, 8.029
SDSS J132233.62+114430.54,200.64008,11.74182,18.79, 0.01,DC:, 10894, 1000, 6.500
SDSS J135505.64+114440.02,208.7735,11.74445,18.58, 0.02,He-sdO, 49558,  390, 7.020
SDSS J221325.49+114514.55,333.35621,11.75404,16.39, 0.00,DA, 31559,  138, 7.950
SDSS J152904.71+114610.27,232.26962,11.76952,18.92, 0.02,DA, 20088,  233, 7.995
SDSS J163119.12+114617.90,247.82967,11.77164,17.84, 0.02,DAB, 28784,  197, 5.000
SDSS J154437.79+114801.40,236.15746,11.80039,18.96, 0.02,DA, 18945,  163, 8.053
SDSS J130331.40+114824.30,195.88083,11.80675,17.5, 0.02,DA, 27575,  125, 7.995
SDSS J162615.22+115003.59,246.56342,11.83433,16.87, 0.01,DAO, 35821,  306, 5.510
SDSS J104906.82+115111.91,162.27842,11.85331,18.9, 0.01,DC,  9448, 1000, 6.637
SDSS J153824.90+115113.21,234.60375,11.85367,19, 0.02,DAZ, 11650,  382, 8.580
SDSS J160453.44+115218.30,241.22267,11.87175,17.56, 0.01,He-sdB, 36815,  323, 5.500
SDSS J124738.70+115234.03,191.91125,11.87612,18.25, 0.02,DAO:, 36575,  504, 5.020
SDSS J115837.69+115305.93,179.65704,11.88498,18.66, 0.02,DA, 17100,  109, 8.122
SDSS J133859.05+115316.73,204.74604,11.88798,18.2, 0.01,DC,  6300,    3,10
SDSS J132239.78+115324.58,200.66575,11.89016,18.05, 0.02,DAB, 31188,  232, 5.530
SDSS J093132.67+115454.29,142.88612,11.91508,17.75, 0.02,DA, 25422,  108, 8.127
SDSS J151655.86+115500.30,229.23275,11.91675,15.88, 0.02,sdB, 26291,  151, 5.000
SDSS J142903.24+115534.46,217.2635,11.92624,18.81, 0.02,DAO/He-sdO, 36869,  755, 5.560
SDSS J112125.08+115612.55,170.3545,11.93682,17.19, 0.02,DA, 18529,   79, 8.041
SDSS J162305.07+115652.91,245.77113,11.94803,17.54, 0.02,DAO/sdO, 39344,  369, 5.000
SDSS J130543.95+115840.76,196.43312,11.97799,15.8, 0.02,DAB:, 31441,  137, 5.500
SDSS J093448.86+115854.34,143.70358,11.98176,18.71, 0.02,DQ,  8652,   21, 8.000
SDSS J215722.91+115908.30,329.34546,11.98564,16.34, 0.01,sdO, 35468,  150, 5.760
SDSS J082247.61+120146.81,125.69837,12.02967,18.93, 0.03,DAH:, 12789,  156, 9.980
SDSS J135624.76+120153.40,209.10317,12.0315,18.26, 0.02,DA, 25239,  231, 7.497
SDSS J110934.45+120206.11,167.39354,12.03503,18.32, 0.02,DA, 18254,  136, 7.969
SDSS J153218.01+120243.15,233.07504,12.04532,18.91, 0.01,sdO, 38621,  829, 5.610
SDSS J142546.81+120247.54,216.44504,12.04654,18.52, 0.03,DA, 15997,  111, 8.039
SDSS J103034.03+120329.56,157.64179,12.05821,17.27, 0.02,DA, 13924,   65, 8.005
SDSS J095231.89+120544.81,148.13288,12.09578,18.64, 0.02,DA, 31799,  155, 7.599
SDSS J154937.19+120551.07,237.40496,12.09752,18.87, 0.01,DA, 18746,  239, 8.000
SDSS J141023.40+120552.81,212.5975,12.098,18.93, 0.01,DBA, 12882,   87, 8.000
SDSS J145539.99+120602.56,223.91663,12.10071,18.74, 0.02,DA, 98630, 2895, 7.280
SDSS J121349.82+120613.21,183.45758,12.10367,17.49, 0.03,DA, 15372,   82, 7.989
SDSS J220337.07+120623.69,330.90446,12.10658,17.31, 0.01,sdO, 34663,  215, 5.510
SDSS J154249.91+120715.02,235.70796,12.12084,18.78, 0.01,DA, 17361,  185, 7.955
SDSS J144621.34+120749.33,221.58892,12.13037,18.58, 0.02,sdO, 41878, 1130, 5.566
SDSS J080431.07+120807.35,121.12946,12.13537,17.73, 0.01,DC,  9673,  500, 8.000
SDSS J080431.07+120807.61,121.12946,12.13545,17.73, 0.01,DC, 10403,  370, 8.155
SDSS J113715.31+120810.00,174.31379,12.13611,15.88, 0.03,He-sdB, 47492,    5, 8.123
SDSS J130214.32+120822.17,195.55967,12.13949,16.14, 0.00,sdO, 34461,  133, 5.931
SDSS J080801.40+120826.99,122.00583,12.14083,16.07, 0.01,DAO/sdO, 35923,  179, 5.730
SDSS J154119.85+120914.51,235.33271,12.15403,16.89, 0.03,DA, 26828,  107, 7.599
SDSS J102517.86+120946.58,156.32442,12.16294,18.71, 0.03,DA, 20164,  223, 7.883
SDSS J092228.57+121125.87,140.61904,12.19052,18.83, 0.02,DA, 16143,  170, 8.191
SDSS J081806.88+121155.39,124.52867,12.19872,17.2, 0.02,DA, 32832,  140, 8.397
SDSS J101225.02+121222.39,153.10425,12.20622,18.36, 0.01,DA, 18094,  145, 7.920
SDSS J130947.54+121241.80,197.44808,12.21161,18.8, 0.02,DB, 12065,  108, 8.000
SDSS J111420.12+121303.72,168.58383,12.2177,17.38, 0.02,DA, 18797,  120, 7.322
SDSS J130822.60+121333.17,197.09417,12.22588,17.13, 0.02,DB+M, 17386,  100, 7.874
SDSS J143458.86+121404.99,218.74525,12.23472,18.84, 0.02,DB, 17151,  104, 7.900
SDSS J125410.02+121406.58,193.54175,12.23516,17.78, 0.01,DBA, 14948,   72, 8.287
SDSS J102443.90+121437.97,156.18292,12.24388,18.08, 0.03,DA, 19035,  115, 7.960
SDSS J140759.50+121533.95,211.99792,12.25943,18, 0.02,DB, 18280,   84, 7.953
SDSS J141307.57+121537.33,213.28154,12.26037,18.18, 0.02,DAH:, 42568,  539, 8.000
SDSS J163403.73+121559.80,248.51554,12.26661,18.92, 0.01,DA, 25741,  161, 8.204
SDSS J124901.91+121613.01,192.25796,12.27028,16.71, 0.03,DA, 15444,   54, 8.069
SDSS J101955.89+121631.33,154.98288,12.27537,15.51, 0.03,DA, 22836,  114, 8.070
SDSS J221728.35+121642.38,334.36813,12.27844,15.82, 0.00,sdO, 39817,  280, 5.416
SDSS J081409.65+121814.00,123.54021,12.30389,18.56, 0.02,DA, 18365,  125, 8.035
SDSS J150307.11+121832.62,225.77963,12.30906,18.41, 0.01,He-sdB, 37809,  681, 5.520
SDSS J092646.30+122135.68,141.69292,12.35991,17.65, 0.03,DA, 22892,  136, 8.230
SDSS J155835.80+122139.38,239.64917,12.36094,17.72, 0.02,DAH, 27391,  149, 8.020
SDSS J160005.35+122238.46,240.02229,12.37735,17.2, 0.02,DA, 18538,   71, 7.821
SDSS J162813.26+122451.80,247.05525,12.41439,16.12, 0.01,DA, 11316,   21, 8.343
SDSS J110945.76+122606.67,167.44067,12.43519,18.57, 0.01,DC,  7200, 1000, 7.052
SDSS J085904.41+122622.13,134.76837,12.43948,18.32, 0.02,DA, 32289,  153, 7.975
SDSS J011559.79+122704.63,18.99912,12.45129,18.98, 0.01,DA,  6424,  424, 7.772
SDSS J091729.86+122727.90,139.37442,12.45775,17.56, 0.02,DA, 23450,  149, 8.148
SDSS J100627.22+122732.58,151.61342,12.45905,18.28, 0.02,DA, 16284,  152, 8.127
SDSS J082657.29+122818.05,126.73871,12.47168,16.77, 0.01,DAO, 35049,  171, 5.710
SDSS J152922.74+122834.32,232.34475,12.4762,18.04, 0.01,DA, 26561,  117, 8.037
SDSS J162344.85+122913.13,245.93687,12.48698,15.6, 0.01,sdB, 30162,  181, 5.470
SDSS J161143.03+122953.02,242.92929,12.49806,17.64, 0.02,sdB, 32041,  204, 5.530
SDSS J104216.68+123112.97,160.5695,12.52027,18.22, 0.03,DA, 19511,  157, 7.916
SDSS J142149.59+123210.46,215.45663,12.53624,18.38, 0.02,A/sdB, 34358,  360, 5.613
SDSS J143812.99+123252.87,219.55412,12.54802,18.21, 0.02,DA, 17754,  109, 8.184
SDSS J103210.45+123531.75,158.04354,12.59215,18.6, 0.01,DC, 10928,  330, 7.981
SDSS J221945.63+123554.05,334.94013,12.59835,16.7, 0.00,DBA, 12344,   26, 8.000
SDSS J220048.67+123612.35,330.20279,12.60343,18.29, 0.01,DAO/dO, 77778, 3481, 6.530
SDSS J221003.91+123614.65,332.51629,12.60407,17.44, 0.02,DAB, 23830,  237, 5.000
SDSS J155948.02+123708.04,239.95008,12.6189,17.56, 0.02,DA, 16601,   13, 8.093
SDSS J082916.83+123744.46,127.32013,12.62902,18.77, 0.01,DB, 11776,  103, 8.000
SDSS J163623.73+123802.08,249.09887,12.63391,16.34, 0.01,DAB, 26114,  149, 5.000
SDSS J145024.57+123840.85,222.60237,12.64468,18.03, 0.02,DA, 19708,  138, 8.128
SDSS J164336.03+123928.15,250.90013,12.65782,17.55, 0.02,A/sdB, 34358,  158, 5.647
SDSS J133156.44+124056.03,202.98517,12.68223,18.48, 0.02,DAH:, 21123,  239, 7.960
SDSS J075757.09+124112.66,119.48788,12.68685,17.9, 0.02,DA, 69551, 1674, 8.158
SDSS J155344.98+124313.76,238.43742,12.72049,18.81, 0.02,He-sdB, 46667,   86, 7.000
SDSS J133018.76+124404.09,202.57817,12.73447,18.18, 0.02,DA, 29643,  133, 8.030
SDSS J094532.37+124438.11,146.38487,12.74392,17.64, 0.02,DA, 26253,  122, 8.060
SDSS J114052.56+124544.56,175.219,12.76238,18.03, 0.01,DC:,  8000, 1000, 6.500
SDSS J113018.03+124611.03,172.57513,12.76973,17.53, 0.01,sdB, 33071,  239, 5.000
SDSS J140555.41+124741.89,211.48087,12.79497,18.74, 0.03,DA, 20333,  175, 8.034
SDSS J074902.84+124811.20,117.26183,12.80311,16.39, 0.01,A/sdB, 35250,  214, 5.516
SDSS J131130.50+124843.42,197.87708,12.81206,17.22, 0.00,DB, 10075,  102, 8.000
SDSS J113056.61+124950.84,172.73587,12.83079,16.53, 0.02,DA, 16554,   58, 7.668
SDSS J143557.96+125016.58,218.9915,12.83794,18.18, 0.02,DA, 16341,   99, 8.196
SDSS J115131.91+125109.76,177.88296,12.85271,18.86, 0.03,sdB, 25727,  565, 5.000
SDSS J160157.26+125133.41,240.48858,12.85928,16.78, 0.01,DBA, 13471,   29, 8.000
SDSS J133555.73+125137.62,203.98221,12.86045,18.59, 0.03,B/sdB, 33569,  400, 5.426
SDSS J115712.38+125239.72,179.30158,12.8777,18.05, 0.02,DA, 18344,  113, 8.029
SDSS J140832.57+125426.39,212.13571,12.90733,18.68, 0.03,DB, 14100,  143, 8.290
SDSS J081907.37+125455.73,124.78071,12.91548,18.59, 0.02,DA, 26249,  129, 8.056
SDSS J134946.37+125613.52,207.44321,12.93709,18.93, 0.02,DA, 15647,  337, 8.830
SDSS J080049.97+125614.42,120.20821,12.93734,16.48, 0.01,sdB, 30806,   79, 5.454
SDSS J081207.52+125707.70,123.03133,12.95214,18.12, 0.02,DA, 47273,  687, 7.755
SDSS J161135.11+125744.21,242.89629,12.96228,17.03, 0.02,DAO/sdO, 49509,  730, 5.000
SDSS J220711.11+125755.58,331.79629,12.96544,15.63, 0.01,He-sdO, 75000,25000, 6.500
SDSS J110611.71+125835.00,166.54879,12.97639,18.58, 0.02,DB, 20600,  599, 8.024
SDSS J121357.72+125920.58,183.4905,12.98905,18.9, 0.02,DA, 19547,  205, 7.897
SDSS J161633.84+130009.14,244.141,13.00254,17.74, 0.02,DA, 17506,   65, 8.235
SDSS J133804.35+130118.41,204.51812,13.02178,18.71, 0.01,DAB/sdB, 33780,  408, 5.020
SDSS J115141.25+130200.28,177.92188,13.03341,18.46, 0.02,He-sdO, 50000,   50, 7.010
SDSS J131818.72+130334.24,199.578,13.05951,18.03, 0.02,DA, 16686,  114, 7.643
SDSS J163605.36+130404.15,249.02233,13.06782,18.57, 0.01,He-sdB, 42460,  966, 5.670
SDSS J152958.12+130454.80,232.49217,13.08189,16.86, 0.00,DA-He, 10750, 1000, 9.500
SDSS J151821.94+130509.82,229.59142,13.08606,17.85, 0.02,DA, 24128,  205, 8.017
SDSS J150150.23+130549.38,225.45929,13.09705,16.26, 0.01,DAB:, 23740,  246, 5.000
SDSS J014557.72+130610.80,26.4905,13.103,18.47, 0.02,DA, 26532,  162, 8.734
SDSS J221105.70+130857.80,332.77375,13.14939,18.43, 0.01,DA, 19380,  110, 8.075
SDSS J093030.58+131253.24,142.62742,13.21479,18.78, 0.01,DA, 18193,  135, 8.072
SDSS J155343.39+131330.32,238.43079,13.22509,18.31, 0.02,He-sdB, 34100,  485, 5.060
SDSS J130625.05+131602.24,196.60438,13.26729,18.19, 0.02,sdO, 34592,  427, 5.030
SDSS J111356.47+131614.59,168.48529,13.27072,17.01, 0.03,DA, 55454,  749, 8.020
SDSS J081618.18+131620.28,124.07575,13.2723,16.81, 0.02,DAO, 79621, 1384, 7.350
SDSS J123429.16+131658.62,188.6215,13.28295,18.11, 0.02,DA, 22100,  185, 8.229
SDSS J123459.31+131902.35,188.74713,13.31732,16.93, 0.02,DA+M2, 32972,  141, 8.110
SDSS J141358.25+131919.16,213.49271,13.32199,16.38, 0.01,DA, 19055,   62, 8.322
SDSS J151748.57+131927.01,229.45237,13.32417,18.23, 0.01,DA, 31195,  156, 7.934
SDSS J074927.92+132107.88,117.36633,13.35219,18.09, 0.01,DA, 35545,  230, 8.105
SDSS J142604.73+132216.39,216.51971,13.37122,18.07, 0.02,sdB:, 30629,  196, 5.367
SDSS J075927.51+132253.22,119.86463,13.38145,18.03, 0.02,DA, 27724,  183, 8.036
SDSS J082944.75+132302.51,127.43646,13.38403,16.96, 0.01,sdO, 37821,  249, 5.460
SDSS J143037.70+132321.26,217.65708,13.38924,17.43, 0.01,DAO, 60723, 1463, 7.830
SDSS J153325.60+132537.07,233.35667,13.42696,18.7, 0.01,DB, 19700,  300, 7.876
SDSS J080505.02+132630.55,121.27092,13.44182,18.94, 0.02,DA, 18223,  124, 8.562
SDSS J101427.06+132657.34,153.61275,13.44926,18.16, 0.02,DBA, 16177,   75, 8.104
SDSS J154147.44+132821.79,235.44767,13.47272,18.94, 0.02,DAO, 34239,  605, 5.370
SDSS J091615.48+132833.13,139.0645,13.47587,17.31, 0.02,A/DAZ, 30958,  190, 5.510
SDSS J075059.15+132855.41,117.74646,13.48206,19, 0.01,DQ,  7700,   23, 8.000
SDSS J155551.24+133228.75,238.9635,13.54132,18.91, 0.02,sdO, 40191, 1474, 5.090
SDSS J130625.91+133349.14,196.60796,13.56365,15.66, 0.02,sdB, 23312,  162, 5.000
SDSS J160159.14+133432.16,240.49642,13.5756,18.46, 0.02,DA,  9418,   33, 8.916
SDSS J085314.76+133620.38,133.3115,13.60566,17.16, 0.02,DA, 25296,  113, 8.080
SDSS J124248.89+133632.44,190.70371,13.60901,17.28, 0.02,sdB, 35766,  266, 5.350
SDSS J123358.71+133650.58,188.49463,13.61405,18.39, 0.02,DA, 22123,  195, 7.992
SDSS J202440.92+133729.23,306.1705,13.62479,16.52, 0.00,DAO/sdO, 52660, 1824, 5.235
SDSS J123928.34+133738.53,189.86808,13.62737,18.42, 0.02,DA, 37160,  301, 7.367
SDSS J142242.45+133741.12,215.67687,13.62809,18.81, 0.01,DC, 11755,  320, 8.190
SDSS J153935.00+133800.96,234.89583,13.6336,17.92, 0.02,He-sdO, 50000,   99, 7.000
SDSS J151044.46+133815.95,227.68525,13.63776,18.65, 0.01,DC,  9172, 1000, 6.500
SDSS J144952.03+133817.92,222.46679,13.63831,18.51, 0.02,DB, 11329,  103, 8.000
SDSS J103832.42+133848.26,159.63508,13.64674,17.1, 0.01,sdB, 23673,  200, 5.000
SDSS J150147.86+133856.47,225.44942,13.64902,17.41, 0.01,DAB:, 25467,  335, 5.000
SDSS J095321.84+133920.66,148.341,13.65574,18.92, 0.04,DA, 42005,  604, 8.122
SDSS J131342.22+134112.33,198.42592,13.68676,17.03, 0.00,DC,  9733, 1000, 9.000
SDSS J123149.05+134249.00,187.95437,13.71361,18.36, 0.02,DAH:, 39406,  647, 9.540
SDSS J100244.39+134305.30,150.68496,13.71814,18.99, 0.02,DA, 19425,  219, 7.917
SDSS J075359.75+134317.82,118.49896,13.72162,18.07, 0.01,DC, 10380,  220, 7.648
SDSS J135401.84+134350.45,208.50767,13.73068,15.84, 0.02,sdB, 33180,  109, 5.620
SDSS J115937.81+134408.12,179.90754,13.73559,18.28, 0.04,DA, 16300,  362, 9.097
SDSS J103806.65+134412.09,159.52771,13.73669,16.84, 0.00,He-sdO, 50000,  190, 6.500
SDSS J080758.75+134419.10,121.99479,13.73864,17.86, 0.02,DA, 35916,  173, 8.660
SDSS J105207.13+134445.78,163.02971,13.74605,18.5, 0.02,DA, 32418,  199, 8.110
SDSS J075711.84+134508.39,119.29933,13.75233,15.67, 0.02,DAO, 35872,  230, 5.640
SDSS J203451.07+134534.27,308.71279,13.75952,18.69, 0.01,DA,  7159,   27, 8.486
SDSS J100405.82+134543.63,151.02425,13.76212,18.07, 0.02,DA, 21107,  135, 8.518
SDSS J221455.54+134556.20,333.73142,13.76561,17.39, 0.02,DA, 10905,   12, 8.651
SDSS J094631.59+134736.17,146.63163,13.79338,16.31, 0.02,DA, 17605,   58, 8.570
SDSS J161146.51+134737.28,242.94379,13.79369,18.76, 0.01,DA, 14988,  325, 8.122
SDSS J160911.90+134744.16,242.29958,13.7956,18, 0.02,sdB, 34216,  302, 5.010
SDSS J095911.01+134903.48,149.79587,13.81763,18.56, 0.01,DC, 10031,  570, 8.080
SDSS J081739.38+134951.11,124.41408,13.83086,18.37, 0.01,DB, 16658,   74, 8.018
SDSS J143802.78+144137.54,219.51158,14.69376,18.42, 0.02,DBA, 18614,  122, 8.062
SDSS J121523.73+135102.30,183.84887,13.85064,17.11, 0.03,DAB, 31034,  172, 5.550
SDSS J221617.96+135121.06,334.07483,13.85585,15.64, 0.02,sdB, 24975,  149, 5.000
SDSS J131623.14+135152.78,199.09642,13.86466,17.26, 0.03,DA, 16712,   69, 8.112
SDSS J081204.81+135204.62,123.02004,13.86795,17.08, 0.02,DAB, 30072,  179, 5.460
SDSS J112510.60+135321.26,171.29417,13.88924,17.86, 0.01,DA, 20435,  140, 7.854
SDSS J093038.50+135342.47,142.66042,13.89513,17.64, 0.03,DA, 18775,   82, 8.036
SDSS J144023.58+135454.68,220.09825,13.91519,18.12, 0.02,sdB, 23718,  301, 5.000
SDSS J075815.98+135514.52,119.56658,13.9207,18.42, 0.01,DA, 19924,  156, 8.075
SDSS J221848.55+135548.73,334.70229,13.9302,18.19, 0.01,DA, 17286,   30, 8.313
SDSS J163550.79+135601.28,248.96162,13.93369,18.6, 0.01,DAB, 31207,  232, 5.010
SDSS J223700.26+135605.14,339.25108,13.93476,18.69, 0.01,DA, 13342,  174, 5.240
SDSS J075052.61+135622.56,117.71921,13.9396,17.81, 0.01,DA, 23434,  125, 8.067
SDSS J124328.74+135630.48,190.86975,13.9418,18.83, 0.02,DA, 19713,  199, 8.064
SDSS J084421.11+135807.64,131.08796,13.96879,17.77, 0.02,sdO, 45735,  789, 5.520
SDSS J152120.91+135853.62,230.33712,13.98156,16.68, 0.00,DC, 11507,  140, 8.000
SDSS J155422.34+135914.21,238.59308,13.98728,16.54, 0.01,DAO, 36842,  296, 5.520
SDSS J142821.87+135945.24,217.09113,13.9959,18.78, 0.02,DAB:, 23279,  333, 5.000
SDSS J090331.28+140049.07,135.88033,14.01363,16.14, 0.02,DB, 15400,   37, 8.205
SDSS J141251.04+140104.01,213.21267,14.01778,18.51, 0.02,DA, 15030,  206, 9.143
SDSS J150147.38+140150.95,225.44742,14.03082,18.82, 0.02,DA, 17730,  201, 7.905
SDSS J120232.89+140223.10,180.63704,14.03975,17.67, 0.03,sdB, 23706,  234, 5.000
SDSS J094447.51+140237.93,146.19796,14.04387,16.55, 0.03,DA, 16002,   58, 8.045
SDSS J081305.54+140317.32,123.27308,14.05481,16.12, 0.02,DA, 21745,   56, 8.552
SDSS J093304.87+140419.88,143.27029,14.07219,18.41, 0.03,DA, 18672,  112, 7.873
SDSS J081627.12+140453.27,124.113,14.08146,18.19, 0.01,DC:,  9687,  500, 8.000
SDSS J081627.14+140453.41,124.11308,14.0815,18.19, 0.01,DC, 10000, 1000, 9.500
SDSS J132924.03+140457.90,202.35012,14.08275,18.01, 0.02,DA, 31971,  152, 8.055
SDSS J095541.43+140507.98,148.92263,14.08555,17.85, 0.02,DA, 19530,  119, 8.040
SDSS J140623.68+140529.26,211.59867,14.09146,17.69, 0.02,DA, 23355,  157, 7.865
SDSS J074803.65+140558.67,117.01521,14.09963,18.98, 0.02,DA, 45986, 1050, 7.957
SDSS J163336.71+140629.30,248.40296,14.10814,18.67, 0.01,DA, 17688,  142, 8.151
SDSS J092106.43+140736.70,140.27679,14.12686,18.01, 0.03,DBA, 19405,  123, 8.177
SDSS J084608.11+140902.05,131.53379,14.15057,18.98, 0.02,DA, 27367,  219, 7.937
SDSS J142625.10+141200.22,216.60458,14.20006,17.26, 0.02,sdB, 22076,  174, 5.000
SDSS J112415.17+141346.20,171.06321,14.2295,16.36, 0.00,sdO, 44401,  488, 5.581
SDSS J080127.11+141454.88,120.36296,14.24858,17.47, 0.01,DBAZ, 15848,   58, 8.080
SDSS J222724.16+141628.97,336.85067,14.27471,18.26, 0.01,DA, 27577,  150, 8.088
SDSS J203426.11+141715.01,308.60879,14.2875,17.53, 0.01,He-sdB, 32260, 3000, 7.808
SDSS J222644.65+141823.49,336.68604,14.30653,18.6, 0.01,DA, 43042,  620, 8.075
SDSS J162025.33+142009.31,245.10554,14.33592,18.78, 0.02,DA, 25505,  313, 7.726
SDSS J222032.07+142032.53,335.13362,14.34237,18.61, 0.02,DQ,  9265,   23, 8.000
SDSS J161605.19+142116.69,244.02163,14.35464,18.62, 0.01,DC, 12335, 1000, 9.000
SDSS J163700.71+142214.24,249.25296,14.37062,16.95, 0.00,sdB, 32442, 1000, 4.959
SDSS J154539.08+142231.48,236.41283,14.37541,16.34, 0.02,CV, 10772,  230, 9.880
